time,ex,chloroplast1,chloroplast2,chloroplast3,chloroplast4,chloroplast5,chloroplast6,chloroplast7,chloroplast8,chloroplast9,chloroplast10,chloroplast11,w_0.5%,w_2.5%,w_5%,w_10%,w_15%,w_20%,w_25%,w_30%,w_35%,w_40%,w_50%,w_60%,w_65%,w_70%,w_75%,w_80%,w_85%,w_90%,w_95%,w_97.5%,w_99.5%,alpha_0.5%,alpha_2.5%,alpha_5%,alpha_10%,alpha_15%,alpha_20%,alpha_25%,alpha_30%,alpha_35%,alpha_40%,alpha_50%,alpha_60%,alpha_65%,alpha_70%,alpha_75%,alpha_80%,alpha_85%,alpha_90%,alpha_95%,alpha_97.5%,alpha_99.5%,dist_0.5%,dist_2.5%,dist_5%,dist_10%,dist_15%,dist_20%,dist_25%,dist_30%,dist_35%,dist_40%,dist_50%,dist_60%,dist_65%,dist_70%,dist_75%,dist_80%,dist_85%,dist_90%,dist_95%,dist_97.5%,dist_99.5%,b_ex_0.5%,b_ex_2.5%,b_ex_5%,b_ex_10%,b_ex_15%,b_ex_20%,b_ex_25%,b_ex_30%,b_ex_35%,b_ex_40%,b_ex_50%,b_ex_60%,b_ex_65%,b_ex_70%,b_ex_75%,b_ex_80%,b_ex_85%,b_ex_90%,b_ex_95%,b_ex_97.5%,b_ex_99.5%,alpha_each_0.5%_1,alpha_each_2.5%_1,alpha_each_5%_1,alpha_each_10%_1,alpha_each_15%_1,alpha_each_20%_1,alpha_each_25%_1,alpha_each_30%_1,alpha_each_35%_1,alpha_each_40%_1,alpha_each_50%_1,alpha_each_60%_1,alpha_each_65%_1,alpha_each_70%_1,alpha_each_75%_1,alpha_each_80%_1,alpha_each_85%_1,alpha_each_90%_1,alpha_each_95%_1,alpha_each_97.5%_1,alpha_each_99.5%_1,b_ex_each_0.5%_1,b_ex_each_2.5%_1,b_ex_each_5%_1,b_ex_each_10%_1,b_ex_each_15%_1,b_ex_each_20%_1,b_ex_each_25%_1,b_ex_each_30%_1,b_ex_each_35%_1,b_ex_each_40%_1,b_ex_each_50%_1,b_ex_each_60%_1,b_ex_each_65%_1,b_ex_each_70%_1,b_ex_each_75%_1,b_ex_each_80%_1,b_ex_each_85%_1,b_ex_each_90%_1,b_ex_each_95%_1,b_ex_each_97.5%_1,b_ex_each_99.5%_1,alpha_each_0.5%_2,alpha_each_2.5%_2,alpha_each_5%_2,alpha_each_10%_2,alpha_each_15%_2,alpha_each_20%_2,alpha_each_25%_2,alpha_each_30%_2,alpha_each_35%_2,alpha_each_40%_2,alpha_each_50%_2,alpha_each_60%_2,alpha_each_65%_2,alpha_each_70%_2,alpha_each_75%_2,alpha_each_80%_2,alpha_each_85%_2,alpha_each_90%_2,alpha_each_95%_2,alpha_each_97.5%_2,alpha_each_99.5%_2,b_ex_each_0.5%_2,b_ex_each_2.5%_2,b_ex_each_5%_2,b_ex_each_10%_2,b_ex_each_15%_2,b_ex_each_20%_2,b_ex_each_25%_2,b_ex_each_30%_2,b_ex_each_35%_2,b_ex_each_40%_2,b_ex_each_50%_2,b_ex_each_60%_2,b_ex_each_65%_2,b_ex_each_70%_2,b_ex_each_75%_2,b_ex_each_80%_2,b_ex_each_85%_2,b_ex_each_90%_2,b_ex_each_95%_2,b_ex_each_97.5%_2,b_ex_each_99.5%_2,alpha_each_0.5%_3,alpha_each_2.5%_3,alpha_each_5%_3,alpha_each_10%_3,alpha_each_15%_3,alpha_each_20%_3,alpha_each_25%_3,alpha_each_30%_3,alpha_each_35%_3,alpha_each_40%_3,alpha_each_50%_3,alpha_each_60%_3,alpha_each_65%_3,alpha_each_70%_3,alpha_each_75%_3,alpha_each_80%_3,alpha_each_85%_3,alpha_each_90%_3,alpha_each_95%_3,alpha_each_97.5%_3,alpha_each_99.5%_3,b_ex_each_0.5%_3,b_ex_each_2.5%_3,b_ex_each_5%_3,b_ex_each_10%_3,b_ex_each_15%_3,b_ex_each_20%_3,b_ex_each_25%_3,b_ex_each_30%_3,b_ex_each_35%_3,b_ex_each_40%_3,b_ex_each_50%_3,b_ex_each_60%_3,b_ex_each_65%_3,b_ex_each_70%_3,b_ex_each_75%_3,b_ex_each_80%_3,b_ex_each_85%_3,b_ex_each_90%_3,b_ex_each_95%_3,b_ex_each_97.5%_3,b_ex_each_99.5%_3,alpha_each_0.5%_4,alpha_each_2.5%_4,alpha_each_5%_4,alpha_each_10%_4,alpha_each_15%_4,alpha_each_20%_4,alpha_each_25%_4,alpha_each_30%_4,alpha_each_35%_4,alpha_each_40%_4,alpha_each_50%_4,alpha_each_60%_4,alpha_each_65%_4,alpha_each_70%_4,alpha_each_75%_4,alpha_each_80%_4,alpha_each_85%_4,alpha_each_90%_4,alpha_each_95%_4,alpha_each_97.5%_4,alpha_each_99.5%_4,b_ex_each_0.5%_4,b_ex_each_2.5%_4,b_ex_each_5%_4,b_ex_each_10%_4,b_ex_each_15%_4,b_ex_each_20%_4,b_ex_each_25%_4,b_ex_each_30%_4,b_ex_each_35%_4,b_ex_each_40%_4,b_ex_each_50%_4,b_ex_each_60%_4,b_ex_each_65%_4,b_ex_each_70%_4,b_ex_each_75%_4,b_ex_each_80%_4,b_ex_each_85%_4,b_ex_each_90%_4,b_ex_each_95%_4,b_ex_each_97.5%_4,b_ex_each_99.5%_4,alpha_each_0.5%_5,alpha_each_2.5%_5,alpha_each_5%_5,alpha_each_10%_5,alpha_each_15%_5,alpha_each_20%_5,alpha_each_25%_5,alpha_each_30%_5,alpha_each_35%_5,alpha_each_40%_5,alpha_each_50%_5,alpha_each_60%_5,alpha_each_65%_5,alpha_each_70%_5,alpha_each_75%_5,alpha_each_80%_5,alpha_each_85%_5,alpha_each_90%_5,alpha_each_95%_5,alpha_each_97.5%_5,alpha_each_99.5%_5,b_ex_each_0.5%_5,b_ex_each_2.5%_5,b_ex_each_5%_5,b_ex_each_10%_5,b_ex_each_15%_5,b_ex_each_20%_5,b_ex_each_25%_5,b_ex_each_30%_5,b_ex_each_35%_5,b_ex_each_40%_5,b_ex_each_50%_5,b_ex_each_60%_5,b_ex_each_65%_5,b_ex_each_70%_5,b_ex_each_75%_5,b_ex_each_80%_5,b_ex_each_85%_5,b_ex_each_90%_5,b_ex_each_95%_5,b_ex_each_97.5%_5,b_ex_each_99.5%_5,alpha_each_0.5%_6,alpha_each_2.5%_6,alpha_each_5%_6,alpha_each_10%_6,alpha_each_15%_6,alpha_each_20%_6,alpha_each_25%_6,alpha_each_30%_6,alpha_each_35%_6,alpha_each_40%_6,alpha_each_50%_6,alpha_each_60%_6,alpha_each_65%_6,alpha_each_70%_6,alpha_each_75%_6,alpha_each_80%_6,alpha_each_85%_6,alpha_each_90%_6,alpha_each_95%_6,alpha_each_97.5%_6,alpha_each_99.5%_6,b_ex_each_0.5%_6,b_ex_each_2.5%_6,b_ex_each_5%_6,b_ex_each_10%_6,b_ex_each_15%_6,b_ex_each_20%_6,b_ex_each_25%_6,b_ex_each_30%_6,b_ex_each_35%_6,b_ex_each_40%_6,b_ex_each_50%_6,b_ex_each_60%_6,b_ex_each_65%_6,b_ex_each_70%_6,b_ex_each_75%_6,b_ex_each_80%_6,b_ex_each_85%_6,b_ex_each_90%_6,b_ex_each_95%_6,b_ex_each_97.5%_6,b_ex_each_99.5%_6,alpha_each_0.5%_7,alpha_each_2.5%_7,alpha_each_5%_7,alpha_each_10%_7,alpha_each_15%_7,alpha_each_20%_7,alpha_each_25%_7,alpha_each_30%_7,alpha_each_35%_7,alpha_each_40%_7,alpha_each_50%_7,alpha_each_60%_7,alpha_each_65%_7,alpha_each_70%_7,alpha_each_75%_7,alpha_each_80%_7,alpha_each_85%_7,alpha_each_90%_7,alpha_each_95%_7,alpha_each_97.5%_7,alpha_each_99.5%_7,b_ex_each_0.5%_7,b_ex_each_2.5%_7,b_ex_each_5%_7,b_ex_each_10%_7,b_ex_each_15%_7,b_ex_each_20%_7,b_ex_each_25%_7,b_ex_each_30%_7,b_ex_each_35%_7,b_ex_each_40%_7,b_ex_each_50%_7,b_ex_each_60%_7,b_ex_each_65%_7,b_ex_each_70%_7,b_ex_each_75%_7,b_ex_each_80%_7,b_ex_each_85%_7,b_ex_each_90%_7,b_ex_each_95%_7,b_ex_each_97.5%_7,b_ex_each_99.5%_7,alpha_each_0.5%_8,alpha_each_2.5%_8,alpha_each_5%_8,alpha_each_10%_8,alpha_each_15%_8,alpha_each_20%_8,alpha_each_25%_8,alpha_each_30%_8,alpha_each_35%_8,alpha_each_40%_8,alpha_each_50%_8,alpha_each_60%_8,alpha_each_65%_8,alpha_each_70%_8,alpha_each_75%_8,alpha_each_80%_8,alpha_each_85%_8,alpha_each_90%_8,alpha_each_95%_8,alpha_each_97.5%_8,alpha_each_99.5%_8,b_ex_each_0.5%_8,b_ex_each_2.5%_8,b_ex_each_5%_8,b_ex_each_10%_8,b_ex_each_15%_8,b_ex_each_20%_8,b_ex_each_25%_8,b_ex_each_30%_8,b_ex_each_35%_8,b_ex_each_40%_8,b_ex_each_50%_8,b_ex_each_60%_8,b_ex_each_65%_8,b_ex_each_70%_8,b_ex_each_75%_8,b_ex_each_80%_8,b_ex_each_85%_8,b_ex_each_90%_8,b_ex_each_95%_8,b_ex_each_97.5%_8,b_ex_each_99.5%_8,alpha_each_0.5%_9,alpha_each_2.5%_9,alpha_each_5%_9,alpha_each_10%_9,alpha_each_15%_9,alpha_each_20%_9,alpha_each_25%_9,alpha_each_30%_9,alpha_each_35%_9,alpha_each_40%_9,alpha_each_50%_9,alpha_each_60%_9,alpha_each_65%_9,alpha_each_70%_9,alpha_each_75%_9,alpha_each_80%_9,alpha_each_85%_9,alpha_each_90%_9,alpha_each_95%_9,alpha_each_97.5%_9,alpha_each_99.5%_9,b_ex_each_0.5%_9,b_ex_each_2.5%_9,b_ex_each_5%_9,b_ex_each_10%_9,b_ex_each_15%_9,b_ex_each_20%_9,b_ex_each_25%_9,b_ex_each_30%_9,b_ex_each_35%_9,b_ex_each_40%_9,b_ex_each_50%_9,b_ex_each_60%_9,b_ex_each_65%_9,b_ex_each_70%_9,b_ex_each_75%_9,b_ex_each_80%_9,b_ex_each_85%_9,b_ex_each_90%_9,b_ex_each_95%_9,b_ex_each_97.5%_9,b_ex_each_99.5%_9,alpha_each_0.5%_10,alpha_each_2.5%_10,alpha_each_5%_10,alpha_each_10%_10,alpha_each_15%_10,alpha_each_20%_10,alpha_each_25%_10,alpha_each_30%_10,alpha_each_35%_10,alpha_each_40%_10,alpha_each_50%_10,alpha_each_60%_10,alpha_each_65%_10,alpha_each_70%_10,alpha_each_75%_10,alpha_each_80%_10,alpha_each_85%_10,alpha_each_90%_10,alpha_each_95%_10,alpha_each_97.5%_10,alpha_each_99.5%_10,b_ex_each_0.5%_10,b_ex_each_2.5%_10,b_ex_each_5%_10,b_ex_each_10%_10,b_ex_each_15%_10,b_ex_each_20%_10,b_ex_each_25%_10,b_ex_each_30%_10,b_ex_each_35%_10,b_ex_each_40%_10,b_ex_each_50%_10,b_ex_each_60%_10,b_ex_each_65%_10,b_ex_each_70%_10,b_ex_each_75%_10,b_ex_each_80%_10,b_ex_each_85%_10,b_ex_each_90%_10,b_ex_each_95%_10,b_ex_each_97.5%_10,b_ex_each_99.5%_10,alpha_each_0.5%_11,alpha_each_2.5%_11,alpha_each_5%_11,alpha_each_10%_11,alpha_each_15%_11,alpha_each_20%_11,alpha_each_25%_11,alpha_each_30%_11,alpha_each_35%_11,alpha_each_40%_11,alpha_each_50%_11,alpha_each_60%_11,alpha_each_65%_11,alpha_each_70%_11,alpha_each_75%_11,alpha_each_80%_11,alpha_each_85%_11,alpha_each_90%_11,alpha_each_95%_11,alpha_each_97.5%_11,alpha_each_99.5%_11,b_ex_each_0.5%_11,b_ex_each_2.5%_11,b_ex_each_5%_11,b_ex_each_10%_11,b_ex_each_15%_11,b_ex_each_20%_11,b_ex_each_25%_11,b_ex_each_30%_11,b_ex_each_35%_11,b_ex_each_40%_11,b_ex_each_50%_11,b_ex_each_60%_11,b_ex_each_65%_11,b_ex_each_70%_11,b_ex_each_75%_11,b_ex_each_80%_11,b_ex_each_85%_11,b_ex_each_90%_11,b_ex_each_95%_11,b_ex_each_97.5%_11,b_ex_each_99.5%_11
-28,0,0.38655705,0.403651181,0.512572410000001,0.0860405800000006,0.340308149999999,0.0532279899999999,0.232274949999997,0.502432279999999,0.539281280000001,0.0798487989999996,-0.16983014,0.066763267,0.091293405,0.10301235,0.1201643,0.13192305,0.1392952,0.14573325,0.1529357,0.15825495,0.1636118,0.174396,0.1848454,0.19043345,0.1960527,0.20269925,0.2100352,0.2182133,0.2295742,0.2474032,0.261030875,0.287595305,0.066763267,0.091293405,0.10301235,0.1201643,0.13192305,0.1392952,0.14573325,0.1529357,0.15825495,0.1636118,0.174396,0.1848454,0.19043345,0.1960527,0.20269925,0.2100352,0.2182133,0.2295742,0.2474032,0.261030875,0.287595305,-1.2727889,-1.149504,-1.083781,-0.9859091,-0.92983085,-0.8848426,-0.85034225,-0.8158783,-0.78351015,-0.756864,-0.698424,-0.646724,-0.61803925,-0.58903,-0.5552365,-0.5184406,-0.4760856,-0.4238285,-0.3497389,-0.28451675,-0.182985244999999,,,,,,,,,,,,,,,,,,,,,,0.066763267,0.091293405,0.10301235,0.1201643,0.13192305,0.1392952,0.14573325,0.1529357,0.15825495,0.1636118,0.174396,0.1848454,0.19043345,0.1960527,0.20269925,0.2100352,0.2182133,0.2295742,0.2474032,0.261030875,0.287595305,,,,,,,,,,,,,,,,,,,,,,0.066763267,0.091293405,0.10301235,0.1201643,0.13192305,0.1392952,0.14573325,0.1529357,0.15825495,0.1636118,0.174396,0.1848454,0.19043345,0.1960527,0.20269925,0.2100352,0.2182133,0.2295742,0.2474032,0.261030875,0.287595305,,,,,,,,,,,,,,,,,,,,,,0.066763267,0.091293405,0.10301235,0.1201643,0.13192305,0.1392952,0.14573325,0.1529357,0.15825495,0.1636118,0.174396,0.1848454,0.19043345,0.1960527,0.20269925,0.2100352,0.2182133,0.2295742,0.2474032,0.261030875,0.287595305,,,,,,,,,,,,,,,,,,,,,,0.066763267,0.091293405,0.10301235,0.1201643,0.13192305,0.1392952,0.14573325,0.1529357,0.15825495,0.1636118,0.174396,0.1848454,0.19043345,0.1960527,0.20269925,0.2100352,0.2182133,0.2295742,0.2474032,0.261030875,0.287595305,,,,,,,,,,,,,,,,,,,,,,0.066763267,0.091293405,0.10301235,0.1201643,0.13192305,0.1392952,0.14573325,0.1529357,0.15825495,0.1636118,0.174396,0.1848454,0.19043345,0.1960527,0.20269925,0.2100352,0.2182133,0.2295742,0.2474032,0.261030875,0.287595305,,,,,,,,,,,,,,,,,,,,,,0.066763267,0.091293405,0.10301235,0.1201643,0.13192305,0.1392952,0.14573325,0.1529357,0.15825495,0.1636118,0.174396,0.1848454,0.19043345,0.1960527,0.20269925,0.2100352,0.2182133,0.2295742,0.2474032,0.261030875,0.287595305,,,,,,,,,,,,,,,,,,,,,,0.066763267,0.091293405,0.10301235,0.1201643,0.13192305,0.1392952,0.14573325,0.1529357,0.15825495,0.1636118,0.174396,0.1848454,0.19043345,0.1960527,0.20269925,0.2100352,0.2182133,0.2295742,0.2474032,0.261030875,0.287595305,,,,,,,,,,,,,,,,,,,,,,0.066763267,0.091293405,0.10301235,0.1201643,0.13192305,0.1392952,0.14573325,0.1529357,0.15825495,0.1636118,0.174396,0.1848454,0.19043345,0.1960527,0.20269925,0.2100352,0.2182133,0.2295742,0.2474032,0.261030875,0.287595305,,,,,,,,,,,,,,,,,,,,,,0.066763267,0.091293405,0.10301235,0.1201643,0.13192305,0.1392952,0.14573325,0.1529357,0.15825495,0.1636118,0.174396,0.1848454,0.19043345,0.1960527,0.20269925,0.2100352,0.2182133,0.2295742,0.2474032,0.261030875,0.287595305,,,,,,,,,,,,,,,,,,,,,,0.066763267,0.091293405,0.10301235,0.1201643,0.13192305,0.1392952,0.14573325,0.1529357,0.15825495,0.1636118,0.174396,0.1848454,0.19043345,0.1960527,0.20269925,0.2100352,0.2182133,0.2295742,0.2474032,0.261030875,0.287595305,,,,,,,,,,,,,,,,,,,,,,0.066763267,0.091293405,0.10301235,0.1201643,0.13192305,0.1392952,0.14573325,0.1529357,0.15825495,0.1636118,0.174396,0.1848454,0.19043345,0.1960527,0.20269925,0.2100352,0.2182133,0.2295742,0.2474032,0.261030875,0.287595305,,,,,,,,,,,,,,,,,,,,,
-27,0,0.0801111199999998,0.311607963,0.195439159999999,0.139837689999998,0.342530360000001,0.64641645,0.348709540000002,0.281876930000001,0.65391919,-0.15586919,0.205395149999999,0.078927179,0.09876358,0.112548,0.1274526,0.1362457,0.144191,0.1508225,0.157442,0.16326895,0.168754,0.1795315,0.1902892,0.19620235,0.2022543,0.20834475,0.2155908,0.2240494,0.2341095,0.24881945,0.262919425,0.2864672,0.078927179,0.09876358,0.112548,0.1274526,0.1362457,0.144191,0.1508225,0.157442,0.16326895,0.168754,0.1795315,0.1902892,0.19620235,0.2022543,0.20834475,0.2155908,0.2240494,0.2341095,0.24881945,0.262919425,0.2864672,-1.08311885,-0.95763915,-0.88744335,-0.7982809,-0.74467085,-0.704678,-0.6645705,-0.6341136,-0.60164265,-0.5732094,-0.520137,-0.465953,-0.438475,-0.4123885,-0.378999,-0.3438742,-0.30449195,-0.2560952,-0.17793565,-0.1155295,-0.0212277229999997,,,,,,,,,,,,,,,,,,,,,,0.078927179,0.09876358,0.112548,0.1274526,0.1362457,0.144191,0.1508225,0.157442,0.16326895,0.168754,0.1795315,0.1902892,0.19620235,0.2022543,0.20834475,0.2155908,0.2240494,0.2341095,0.24881945,0.262919425,0.2864672,,,,,,,,,,,,,,,,,,,,,,0.078927179,0.09876358,0.112548,0.1274526,0.1362457,0.144191,0.1508225,0.157442,0.16326895,0.168754,0.1795315,0.1902892,0.19620235,0.2022543,0.20834475,0.2155908,0.2240494,0.2341095,0.24881945,0.262919425,0.2864672,,,,,,,,,,,,,,,,,,,,,,0.078927179,0.09876358,0.112548,0.1274526,0.1362457,0.144191,0.1508225,0.157442,0.16326895,0.168754,0.1795315,0.1902892,0.19620235,0.2022543,0.20834475,0.2155908,0.2240494,0.2341095,0.24881945,0.262919425,0.2864672,,,,,,,,,,,,,,,,,,,,,,0.078927179,0.09876358,0.112548,0.1274526,0.1362457,0.144191,0.1508225,0.157442,0.16326895,0.168754,0.1795315,0.1902892,0.19620235,0.2022543,0.20834475,0.2155908,0.2240494,0.2341095,0.24881945,0.262919425,0.2864672,,,,,,,,,,,,,,,,,,,,,,0.078927179,0.09876358,0.112548,0.1274526,0.1362457,0.144191,0.1508225,0.157442,0.16326895,0.168754,0.1795315,0.1902892,0.19620235,0.2022543,0.20834475,0.2155908,0.2240494,0.2341095,0.24881945,0.262919425,0.2864672,,,,,,,,,,,,,,,,,,,,,,0.078927179,0.09876358,0.112548,0.1274526,0.1362457,0.144191,0.1508225,0.157442,0.16326895,0.168754,0.1795315,0.1902892,0.19620235,0.2022543,0.20834475,0.2155908,0.2240494,0.2341095,0.24881945,0.262919425,0.2864672,,,,,,,,,,,,,,,,,,,,,,0.078927179,0.09876358,0.112548,0.1274526,0.1362457,0.144191,0.1508225,0.157442,0.16326895,0.168754,0.1795315,0.1902892,0.19620235,0.2022543,0.20834475,0.2155908,0.2240494,0.2341095,0.24881945,0.262919425,0.2864672,,,,,,,,,,,,,,,,,,,,,,0.078927179,0.09876358,0.112548,0.1274526,0.1362457,0.144191,0.1508225,0.157442,0.16326895,0.168754,0.1795315,0.1902892,0.19620235,0.2022543,0.20834475,0.2155908,0.2240494,0.2341095,0.24881945,0.262919425,0.2864672,,,,,,,,,,,,,,,,,,,,,,0.078927179,0.09876358,0.112548,0.1274526,0.1362457,0.144191,0.1508225,0.157442,0.16326895,0.168754,0.1795315,0.1902892,0.19620235,0.2022543,0.20834475,0.2155908,0.2240494,0.2341095,0.24881945,0.262919425,0.2864672,,,,,,,,,,,,,,,,,,,,,,0.078927179,0.09876358,0.112548,0.1274526,0.1362457,0.144191,0.1508225,0.157442,0.16326895,0.168754,0.1795315,0.1902892,0.19620235,0.2022543,0.20834475,0.2155908,0.2240494,0.2341095,0.24881945,0.262919425,0.2864672,,,,,,,,,,,,,,,,,,,,,,0.078927179,0.09876358,0.112548,0.1274526,0.1362457,0.144191,0.1508225,0.157442,0.16326895,0.168754,0.1795315,0.1902892,0.19620235,0.2022543,0.20834475,0.2155908,0.2240494,0.2341095,0.24881945,0.262919425,0.2864672,,,,,,,,,,,,,,,,,,,,,
-26,0,0.18196523,0.436737767,-0.0968063800000003,0.100835500000001,0.230423680000001,0.412019690000001,0.852716839999999,0.168437259999999,0.228803540000001,-0.0314774330000001,-0.35862721,0.0250543145,0.045722495,0.057585155,0.07199539,0.081564915,0.08989298,0.0964032,0.1026372,0.10883965,0.114487,0.1248245,0.1350008,0.1407251,0.1462227,0.15338275,0.1602428,0.1685817,0.1778884,0.19526765,0.207077225,0.231118505,0.0250543145,0.045722495,0.057585155,0.07199539,0.081564915,0.08989298,0.0964032,0.1026372,0.10883965,0.114487,0.1248245,0.1350008,0.1407251,0.1462227,0.15338275,0.1602428,0.1685817,0.1778884,0.19526765,0.207077225,0.231118505,-0.947013795,-0.818927025,-0.7522006,-0.6708645,-0.61569945,-0.5752982,-0.53751125,-0.50381,-0.47294075,-0.4441368,-0.3944265,-0.344073,-0.31858655,-0.2884474,-0.259604,-0.2242892,-0.1852589,-0.1332774,-0.0587359350000001,-0.000966650042499915,0.104245095,,,,,,,,,,,,,,,,,,,,,,0.0250543145,0.045722495,0.057585155,0.07199539,0.081564915,0.08989298,0.0964032,0.1026372,0.10883965,0.114487,0.1248245,0.1350008,0.1407251,0.1462227,0.15338275,0.1602428,0.1685817,0.1778884,0.19526765,0.207077225,0.231118505,,,,,,,,,,,,,,,,,,,,,,0.0250543145,0.045722495,0.057585155,0.07199539,0.081564915,0.08989298,0.0964032,0.1026372,0.10883965,0.114487,0.1248245,0.1350008,0.1407251,0.1462227,0.15338275,0.1602428,0.1685817,0.1778884,0.19526765,0.207077225,0.231118505,,,,,,,,,,,,,,,,,,,,,,0.0250543145,0.045722495,0.057585155,0.07199539,0.081564915,0.08989298,0.0964032,0.1026372,0.10883965,0.114487,0.1248245,0.1350008,0.1407251,0.1462227,0.15338275,0.1602428,0.1685817,0.1778884,0.19526765,0.207077225,0.231118505,,,,,,,,,,,,,,,,,,,,,,0.0250543145,0.045722495,0.057585155,0.07199539,0.081564915,0.08989298,0.0964032,0.1026372,0.10883965,0.114487,0.1248245,0.1350008,0.1407251,0.1462227,0.15338275,0.1602428,0.1685817,0.1778884,0.19526765,0.207077225,0.231118505,,,,,,,,,,,,,,,,,,,,,,0.0250543145,0.045722495,0.057585155,0.07199539,0.081564915,0.08989298,0.0964032,0.1026372,0.10883965,0.114487,0.1248245,0.1350008,0.1407251,0.1462227,0.15338275,0.1602428,0.1685817,0.1778884,0.19526765,0.207077225,0.231118505,,,,,,,,,,,,,,,,,,,,,,0.0250543145,0.045722495,0.057585155,0.07199539,0.081564915,0.08989298,0.0964032,0.1026372,0.10883965,0.114487,0.1248245,0.1350008,0.1407251,0.1462227,0.15338275,0.1602428,0.1685817,0.1778884,0.19526765,0.207077225,0.231118505,,,,,,,,,,,,,,,,,,,,,,0.0250543145,0.045722495,0.057585155,0.07199539,0.081564915,0.08989298,0.0964032,0.1026372,0.10883965,0.114487,0.1248245,0.1350008,0.1407251,0.1462227,0.15338275,0.1602428,0.1685817,0.1778884,0.19526765,0.207077225,0.231118505,,,,,,,,,,,,,,,,,,,,,,0.0250543145,0.045722495,0.057585155,0.07199539,0.081564915,0.08989298,0.0964032,0.1026372,0.10883965,0.114487,0.1248245,0.1350008,0.1407251,0.1462227,0.15338275,0.1602428,0.1685817,0.1778884,0.19526765,0.207077225,0.231118505,,,,,,,,,,,,,,,,,,,,,,0.0250543145,0.045722495,0.057585155,0.07199539,0.081564915,0.08989298,0.0964032,0.1026372,0.10883965,0.114487,0.1248245,0.1350008,0.1407251,0.1462227,0.15338275,0.1602428,0.1685817,0.1778884,0.19526765,0.207077225,0.231118505,,,,,,,,,,,,,,,,,,,,,,0.0250543145,0.045722495,0.057585155,0.07199539,0.081564915,0.08989298,0.0964032,0.1026372,0.10883965,0.114487,0.1248245,0.1350008,0.1407251,0.1462227,0.15338275,0.1602428,0.1685817,0.1778884,0.19526765,0.207077225,0.231118505,,,,,,,,,,,,,,,,,,,,,,0.0250543145,0.045722495,0.057585155,0.07199539,0.081564915,0.08989298,0.0964032,0.1026372,0.10883965,0.114487,0.1248245,0.1350008,0.1407251,0.1462227,0.15338275,0.1602428,0.1685817,0.1778884,0.19526765,0.207077225,0.231118505,,,,,,,,,,,,,,,,,,,,,
