s_name,0.5%,2.5%,5%,10%,15%,20%,25%,30%,35%,40%,50%,60%,65%,70%,75%,80%,85%,90%,95%,97.5%,99.5%
s_w,0.065654592,0.0697912525,0.07174055,0.07426732,0.075803115,0.07705808,0.078311875,0.07940408,0.080398865,0.08138758,0.08315735,0.0850913,0.08614196,0.08707437,0.08835755,0.0895266,0.091123635,0.09335497,0.0968592,0.099791585,0.104689625
s_b_ex,0.020864378,0.0229801875,0.0242837,0.02595158,0.027102515,0.02793106,0.028789075,0.02962038,0.03033547,0.03094562,0.03235995,0.03379792,0.034564965,0.035316,0.03633545,0.03743794,0.03872443,0.04033091,0.04282692,0.045236065,0.050579376
