time,ex,Y,w_0.5%,w_2.5%,w_5%,w_10%,w_15%,w_20%,w_25%,w_30%,w_35%,w_40%,w_50%,w_60%,w_65%,w_70%,w_75%,w_80%,w_85%,w_90%,w_95%,w_97.5%,w_99.5%,alpha_0.5%,alpha_2.5%,alpha_5%,alpha_10%,alpha_15%,alpha_20%,alpha_25%,alpha_30%,alpha_35%,alpha_40%,alpha_50%,alpha_60%,alpha_65%,alpha_70%,alpha_75%,alpha_80%,alpha_85%,alpha_90%,alpha_95%,alpha_97.5%,alpha_99.5%,b_ex_0.5%,b_ex_2.5%,b_ex_5%,b_ex_10%,b_ex_15%,b_ex_20%,b_ex_25%,b_ex_30%,b_ex_35%,b_ex_40%,b_ex_50%,b_ex_60%,b_ex_65%,b_ex_70%,b_ex_75%,b_ex_80%,b_ex_85%,b_ex_90%,b_ex_95%,b_ex_97.5%,b_ex_99.5%
-28,0,0.48254144,0.0528310395,0.108020675,0.1416502,0.1751928,0.1999792,0.2190788,0.23596025,0.2533165,0.266862,0.2809498,0.3066805,0.33045,0.3434821,0.3583939,0.37258325,0.3897094,0.4118866,0.4356523,0.4776795,0.50637235,0.56833584,0.0528310395,0.108020675,0.1416502,0.1751928,0.1999792,0.2190788,0.23596025,0.2533165,0.266862,0.2809498,0.3066805,0.33045,0.3434821,0.3583939,0.37258325,0.3897094,0.4118866,0.4356523,0.4776795,0.50637235,0.56833584,,,,,,,,,,,,,,,,,,,,,
-27,0,0.38348422,-0.00738873905,0.0511987325,0.080380845,0.1159086,0.1390577,0.1581684,0.17642525,0.190649,0.2036162,0.2179286,0.242204,0.2677788,0.27987255,0.2949636,0.30954025,0.3282416,0.34949485,0.3751256,0.40721145,0.438466725,0.508514215,-0.00738873905,0.0511987325,0.080380845,0.1159086,0.1390577,0.1581684,0.17642525,0.190649,0.2036162,0.2179286,0.242204,0.2677788,0.27987255,0.2949636,0.30954025,0.3282416,0.34949485,0.3751256,0.40721145,0.438466725,0.508514215,,,,,,,,,,,,,,,,,,,,,
-26,0,0.38567316,-0.0014533134,0.0496090125,0.07417074,0.1102761,0.13685715,0.1565118,0.1725775,0.1876919,0.20201315,0.216506,0.243312,0.2688848,0.2819733,0.2956674,0.3120155,0.3291592,0.35087655,0.3754538,0.41414895,0.443186275,0.510287045,-0.0014533134,0.0496090125,0.07417074,0.1102761,0.13685715,0.1565118,0.1725775,0.1876919,0.20201315,0.216506,0.243312,0.2688848,0.2819733,0.2956674,0.3120155,0.3291592,0.35087655,0.3754538,0.41414895,0.443186275,0.510287045,,,,,,,,,,,,,,,,,,,,,
-25,0,0.38765525,-0.015032696,0.0508951425,0.081828885,0.1151458,0.13976595,0.1579328,0.17417875,0.1883378,0.20322915,0.2169808,0.242183,0.266693,0.2808562,0.2973894,0.313022,0.3282256,0.3472168,0.3730925,0.41006595,0.439879525,0.49955694,-0.015032696,0.0508951425,0.081828885,0.1151458,0.13976595,0.1579328,0.17417875,0.1883378,0.20322915,0.2169808,0.242183,0.266693,0.2808562,0.2973894,0.313022,0.3282256,0.3472168,0.3730925,0.41006595,0.439879525,0.49955694,,,,,,,,,,,,,,,,,,,,,
-24,0,0.123022203000001,-0.184793025,-0.11820575,-0.08706268,-0.0495441,-0.02373935,-0.00452229599999999,0.0123844,0.02802705,0.040946105,0.05400498,0.0775812,0.102497,0.1173122,0.130941,0.1441525,0.161241,0.179402,0.2046178,0.2397819,0.273518,0.336848345,-0.184793025,-0.11820575,-0.08706268,-0.0495441,-0.02373935,-0.00452229599999999,0.0123844,0.02802705,0.040946105,0.05400498,0.0775812,0.102497,0.1173122,0.130941,0.1441525,0.161241,0.179402,0.2046178,0.2397819,0.273518,0.336848345,,,,,,,,,,,,,,,,,,,,,
-23,0,0.392479954,0.0052704634,0.056720465,0.087928325,0.1221522,0.1458985,0.1639272,0.179683,0.1934364,0.20755485,0.2209386,0.2462085,0.271413,0.284749,0.298476,0.3134265,0.329733,0.35111325,0.3766465,0.4167239,0.44810075,0.50453474,0.0052704634,0.056720465,0.087928325,0.1221522,0.1458985,0.1639272,0.179683,0.1934364,0.20755485,0.2209386,0.2462085,0.271413,0.284749,0.298476,0.3134265,0.329733,0.35111325,0.3766465,0.4167239,0.44810075,0.50453474,,,,,,,,,,,,,,,,,,,,,
-22,0,-0.526104483,-0.5936039,-0.5333159,-0.50564095,-0.4673046,-0.43816465,-0.4185966,-0.4021415,-0.3861257,-0.37381035,-0.359278,-0.3323885,-0.3059994,-0.29272475,-0.2774377,-0.26181025,-0.2451722,-0.22463845,-0.1999007,-0.1669311,-0.137079725,-0.0759191034999997,-0.5936039,-0.5333159,-0.50564095,-0.4673046,-0.43816465,-0.4185966,-0.4021415,-0.3861257,-0.37381035,-0.359278,-0.3323885,-0.3059994,-0.29272475,-0.2774377,-0.26181025,-0.2451722,-0.22463845,-0.1999007,-0.1669311,-0.137079725,-0.0759191034999997,,,,,,,,,,,,,,,,,,,,,
-21,0,0,-0.257947745,-0.194710425,-0.15887345,-0.1251507,-0.1008051,-0.0824773,-0.066029825,-0.05114586,-0.03888876,-0.02471422,0.0001968245,0.02349098,0.03592185,0.05091166,0.064944725,0.0818489,0.09978856,0.125152,0.158289,0.185537975,0.26623366,-0.257947745,-0.194710425,-0.15887345,-0.1251507,-0.1008051,-0.0824773,-0.066029825,-0.05114586,-0.03888876,-0.02471422,0.0001968245,0.02349098,0.03592185,0.05091166,0.064944725,0.0818489,0.09978856,0.125152,0.158289,0.185537975,0.26623366,,,,,,,,,,,,,,,,,,,,,
-20,0,-0.120808271,-0.333989405,-0.272461,-0.23794265,-0.2002805,-0.1750605,-0.1583712,-0.1431825,-0.1273271,-0.1114712,-0.09895736,-0.0746175,-0.0512007,-0.03750756,-0.02330773,-0.0077989525,0.00775373200000001,0.02736688,0.05109311,0.0872115799999999,0.118431425,0.173279975,-0.333989405,-0.272461,-0.23794265,-0.2002805,-0.1750605,-0.1583712,-0.1431825,-0.1273271,-0.1114712,-0.09895736,-0.0746175,-0.0512007,-0.03750756,-0.02330773,-0.0077989525,0.00775373200000001,0.02736688,0.05109311,0.0872115799999999,0.118431425,0.173279975,,,,,,,,,,,,,,,,,,,,,
-19,0,0,-0.24114956,-0.1944558,-0.16319025,-0.130519,-0.1040018,-0.08417702,-0.068865575,-0.05528447,-0.040563985,-0.027287,-0.002173085,0.02430764,0.03751937,0.0505541599999999,0.064398075,0.08027646,0.1021429,0.125454,0.1598061,0.188220175,0.246472985,-0.24114956,-0.1944558,-0.16319025,-0.130519,-0.1040018,-0.08417702,-0.068865575,-0.05528447,-0.040563985,-0.027287,-0.002173085,0.02430764,0.03751937,0.0505541599999999,0.064398075,0.08027646,0.1021429,0.125454,0.1598061,0.188220175,0.246472985,,,,,,,,,,,,,,,,,,,,,
