s_name,0.5%,2.5%,5%,10%,15%,20%,25%,30%,35%,40%,50%,60%,65%,70%,75%,80%,85%,90%,95%,97.5%,99.5%
s_w,0.150173175,0.15902815,0.16442495,0.1709734,0.1753541,0.1789802,0.18177175,0.1848344,0.1870899,0.18935,0.194179,0.1992276,0.2014577,0.2041221,0.2072605,0.2107684,0.2146359,0.2199956,0.22897195,0.235111025,0.247514695
s_b_ex,0.00493301,0.007865529,0.009714994,0.01239784,0.014103135,0.01547804,0.016849,0.01822954,0.01938743,0.02066854,0.0231933,0.02576438,0.0271582,0.02884905,0.030689125,0.03263816,0.035075005,0.03841924,0.04424518,0.0505127675,0.0632573635000001
