s_name,0.5%,2.5%,5%,10%,15%,20%,25%,30%,35%,40%,50%,60%,65%,70%,75%,80%,85%,90%,95%,97.5%,99.5%
s_w,0.14063994,0.1525428,0.1582434,0.1637646,0.16789165,0.1715252,0.17454375,0.1774914,0.17987775,0.1824456,0.186975,0.1915624,0.19428435,0.197649,0.20101025,0.2042508,0.2085261,0.213354,0.222049,0.228700175,0.2430009
s_b_ex,0.00562362535,0.006792168,0.0078369075,0.01065132,0.01330468,0.01589562,0.01819065,0.02004057,0.022129255,0.02418384,0.02784985,0.0320612,0.03432876,0.03697812,0.039922825,0.04301218,0.04707832,0.05267284,0.061178845,0.06954943,0.0886887085
