s_name,0.5%,2.5%,5%,10%,15%,20%,25%,30%,35%,40%,50%,60%,65%,70%,75%,80%,85%,90%,95%,97.5%,99.5%
s_w,0.133345045,0.140666925,0.1447872,0.1505234,0.15432685,0.1575508,0.15997975,0.1622387,0.1645736,0.1666756,0.170743,0.1753068,0.1774404,0.1801564,0.18302825,0.1860668,0.18938115,0.1934763,0.1995942,0.20660265,0.21910349
s_b_ex,0.0298955645,0.0350775925,0.03812467,0.04224739,0.045085235,0.04741,0.04975085,0.05176431,0.05385522,0.05584272,0.05983225,0.06371844,0.06586758,0.06843107,0.071212175,0.07450474,0.07891987,0.08414353,0.09324036,0.1013371,0.118861165
