time,ex,Y,w_0.5%,w_2.5%,w_5%,w_10%,w_15%,w_20%,w_25%,w_30%,w_35%,w_40%,w_50%,w_60%,w_65%,w_70%,w_75%,w_80%,w_85%,w_90%,w_95%,w_97.5%,w_99.5%,alpha_0.5%,alpha_2.5%,alpha_5%,alpha_10%,alpha_15%,alpha_20%,alpha_25%,alpha_30%,alpha_35%,alpha_40%,alpha_50%,alpha_60%,alpha_65%,alpha_70%,alpha_75%,alpha_80%,alpha_85%,alpha_90%,alpha_95%,alpha_97.5%,alpha_99.5%,b_ex_0.5%,b_ex_2.5%,b_ex_5%,b_ex_10%,b_ex_15%,b_ex_20%,b_ex_25%,b_ex_30%,b_ex_35%,b_ex_40%,b_ex_50%,b_ex_60%,b_ex_65%,b_ex_70%,b_ex_75%,b_ex_80%,b_ex_85%,b_ex_90%,b_ex_95%,b_ex_97.5%,b_ex_99.5%
-28,0,0,-0.23246217,-0.17688955,-0.14938465,-0.1174684,-0.09670481,-0.07664068,-0.062205025,-0.0473753,-0.034800845,-0.02283122,-6.1117e-06,0.02400084,0.037290255,0.04880628,0.061475075,0.08008854,0.09662854,0.1164926,0.153398,0.18318,0.23374242,-0.23246217,-0.17688955,-0.14938465,-0.1174684,-0.09670481,-0.07664068,-0.062205025,-0.0473753,-0.034800845,-0.02283122,-6.1117e-06,0.02400084,0.037290255,0.04880628,0.061475075,0.08008854,0.09662854,0.1164926,0.153398,0.18318,0.23374242,,,,,,,,,,,,,,,,,,,,,
-27,0,-0.2844601,-0.389818205,-0.33710705,-0.3026122,-0.26595,-0.24160395,-0.223929,-0.2066855,-0.1922897,-0.1788466,-0.1665182,-0.142757,-0.1209102,-0.1073309,-0.09525001,-0.07973875,-0.0642426,-0.045931505,-0.02265553,0.00816614749999991,0.0355905625,0.100409295,-0.389818205,-0.33710705,-0.3026122,-0.26595,-0.24160395,-0.223929,-0.2066855,-0.1922897,-0.1788466,-0.1665182,-0.142757,-0.1209102,-0.1073309,-0.09525001,-0.07973875,-0.0642426,-0.045931505,-0.02265553,0.00816614749999991,0.0355905625,0.100409295,,,,,,,,,,,,,,,,,,,,,
-26,0,0.2844601,-0.0897599135,-0.03317076,-0.00461991949999999,0.0279545,0.049331985,0.06844416,0.082728275,0.09680016,0.1095521,0.1233294,0.1443325,0.167156,0.1795745,0.1924926,0.20668425,0.2228764,0.2414269,0.2695879,0.30190195,0.3327858,0.391630035,-0.0897599135,-0.03317076,-0.00461991949999999,0.0279545,0.049331985,0.06844416,0.082728275,0.09680016,0.1095521,0.1233294,0.1443325,0.167156,0.1795745,0.1924926,0.20668425,0.2228764,0.2414269,0.2695879,0.30190195,0.3327858,0.391630035,,,,,,,,,,,,,,,,,,,,,
-25,0,0,-0.22897003,-0.176859,-0.1484172,-0.1172043,-0.09535341,-0.07677186,-0.062337325,-0.04859353,-0.03638947,-0.0238128,-0.00107273,0.02160338,0.034597175,0.04659124,0.06051485,0.07743374,0.093617125,0.1197139,0.15294105,0.180925875,0.247108435,-0.22897003,-0.176859,-0.1484172,-0.1172043,-0.09535341,-0.07677186,-0.062337325,-0.04859353,-0.03638947,-0.0238128,-0.00107273,0.02160338,0.034597175,0.04659124,0.06051485,0.07743374,0.093617125,0.1197139,0.15294105,0.180925875,0.247108435,,,,,,,,,,,,,,,,,,,,,
-24,0,0.28472296,-0.0892116705,-0.0357790525,-0.0059347045,0.02708206,0.049945855,0.06638458,0.0820358,0.09470232,0.1065497,0.1185718,0.1441235,0.1680198,0.1794017,0.1931944,0.208251,0.2243644,0.2406425,0.2661797,0.3045953,0.338398175,0.391900735,-0.0892116705,-0.0357790525,-0.0059347045,0.02708206,0.049945855,0.06638458,0.0820358,0.09470232,0.1065497,0.1185718,0.1441235,0.1680198,0.1794017,0.1931944,0.208251,0.2243644,0.2406425,0.2661797,0.3045953,0.338398175,0.391900735,,,,,,,,,,,,,,,,,,,,,
-23,0,-0.357027050000001,-0.438463895,-0.37149145,-0.3362666,-0.3011086,-0.2770795,-0.2590066,-0.24295025,-0.2286029,-0.2144593,-0.2026526,-0.177183,-0.153557,-0.1425008,-0.1291061,-0.11352675,-0.0996852,-0.07974802,-0.05651677,-0.0224334750000001,0.00284679050000003,0.0536373225000005,-0.438463895,-0.37149145,-0.3362666,-0.3011086,-0.2770795,-0.2590066,-0.24295025,-0.2286029,-0.2144593,-0.2026526,-0.177183,-0.153557,-0.1425008,-0.1291061,-0.11352675,-0.0996852,-0.07974802,-0.05651677,-0.0224334750000001,0.00284679050000003,0.0536373225000005,,,,,,,,,,,,,,,,,,,,,
-22,0,-0.28545776,-0.401577015,-0.32837385,-0.2998031,-0.2659217,-0.24292345,-0.2239076,-0.206849,-0.1917693,-0.17938725,-0.166323,-0.1449995,-0.1209698,-0.10803725,-0.09428754,-0.080501775,-0.06575702,-0.0462896,-0.02428939,0.00927148599999997,0.0411619350000001,0.0906366700000002,-0.401577015,-0.32837385,-0.2998031,-0.2659217,-0.24292345,-0.2239076,-0.206849,-0.1917693,-0.17938725,-0.166323,-0.1449995,-0.1209698,-0.10803725,-0.09428754,-0.080501775,-0.06575702,-0.0462896,-0.02428939,0.00927148599999997,0.0411619350000001,0.0906366700000002,,,,,,,,,,,,,,,,,,,,,
-21,0,-0.285210879999999,-0.393028335,-0.3286251,-0.2985118,-0.2646622,-0.24009385,-0.2236318,-0.208599,-0.1937199,-0.180616,-0.1675254,-0.1437555,-0.1182806,-0.10558385,-0.09251356,-0.0780581,-0.06222666,-0.04643297,-0.02394968,0.00931753999999995,0.0442392275,0.0926332270000001,-0.393028335,-0.3286251,-0.2985118,-0.2646622,-0.24009385,-0.2236318,-0.208599,-0.1937199,-0.180616,-0.1675254,-0.1437555,-0.1182806,-0.10558385,-0.09251356,-0.0780581,-0.06222666,-0.04643297,-0.02394968,0.00931753999999995,0.0442392275,0.0926332270000001,,,,,,,,,,,,,,,,,,,,,
-20,0,-0.0703288999999998,-0.29298155,-0.219296025,-0.19068505,-0.1563539,-0.13384005,-0.114679,-0.099019625,-0.08610932,-0.073084105,-0.06239214,-0.0380216,-0.01293922,-0.0021759665,0.01082771,0.0238338,0.0374371,0.05716663,0.08110753,0.1155005,0.144002725,0.194870215,-0.29298155,-0.219296025,-0.19068505,-0.1563539,-0.13384005,-0.114679,-0.099019625,-0.08610932,-0.073084105,-0.06239214,-0.0380216,-0.01293922,-0.0021759665,0.01082771,0.0238338,0.0374371,0.05716663,0.08110753,0.1155005,0.144002725,0.194870215,,,,,,,,,,,,,,,,,,,,,
-19,0,0.286187179999999,-0.095890407,-0.03775182,-0.006308872,0.02668641,0.048261605,0.06424104,0.078553725,0.09397353,0.10701265,0.1190954,0.141946,0.1660794,0.17735825,0.1910906,0.20450625,0.2205222,0.2364614,0.2612263,0.2971629,0.3309394,0.391015615,-0.095890407,-0.03775182,-0.006308872,0.02668641,0.048261605,0.06424104,0.078553725,0.09397353,0.10701265,0.1190954,0.141946,0.1660794,0.17735825,0.1910906,0.20450625,0.2205222,0.2364614,0.2612263,0.2971629,0.3309394,0.391015615,,,,,,,,,,,,,,,,,,,,,
