time,Y,alpha_0.5%,alpha_2.5%,alpha_5%,alpha_10%,alpha_15%,alpha_20%,alpha_25%,alpha_50%,alpha_75%,alpha_80%,alpha_85%,alpha_90%,alpha_95%,alpha_97.5%,alpha_99.5%,b_ex_0.5%,b_ex_2.5%,b_ex_5%,b_ex_10%,b_ex_15%,b_ex_20%,b_ex_25%,b_ex_50%,b_ex_75%,b_ex_80%,b_ex_85%,b_ex_90%,b_ex_95%,b_ex_97.5%,b_ex_99.5%
-28,0.0441865700000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-26,-0.0441865700000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-23,-0.246343459999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-22,-0.0446140300000018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-21,0.0446140300000018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20,0.290530029999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-18,-0.0441865700000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-13,0.0441865700000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-11,-0.24311028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-10,-0.0474197499999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4,0.290530029999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3,-0.0441865700000008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2,0.25001773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.0382220599999989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,-0.22944410182924,-0.187244688848614,-0.165653162740676,-0.140759515943524,-0.123963890632339,-0.110615260067167,-0.099163323626852,-0.0529469340345118,-0.00673054444217154,0.00472139199814339,0.0180700225633158,0.0348656478745008,0.0597592946716524,0.0813508207795907,0.123550233760217,-0.22944410182924,-0.187244688848614,-0.165653162740676,-0.140759515943524,-0.123963890632339,-0.110615260067167,-0.099163323626852,-0.0529469340345118,-0.00673054444217154,0.00472139199814339,0.0180700225633158,0.0348656478745008,0.0597592946716524,0.0813508207795907,0.123550233760217
2,-0.291780209999999,-0.221113511989622,-0.18219692429286,-0.162285071024374,-0.139327979438329,-0.123838938734261,-0.111528740195251,-0.100967685969642,-0.0583466149271671,-0.0157255438846922,-0.00516448965908335,0.00714570887992709,0.0226347495839947,0.0455918411700394,0.0655036944385261,0.104420282135288,-0.221113511989622,-0.18219692429286,-0.162285071024374,-0.139327979438329,-0.123838938734261,-0.111528740195251,-0.100967685969642,-0.0583466149271671,-0.0157255438846922,-0.00516448965908335,0.00714570887992709,0.0226347495839947,0.0455918411700394,0.0655036944385261,0.104420282135288
3,-0.0357757700000008,-0.201997904798325,-0.165175419888483,-0.146335024059872,-0.124613254281703,-0.109957679336706,-0.0983098929616019,-0.0883171293903275,-0.0479894994981151,-0.00766186960590262,0.00233089396537176,0.0139786803404755,0.028634255285473,0.0503560250636422,0.069196420892253,0.106018905802095,-0.201997904798325,-0.165175419888483,-0.146335024059872,-0.124613254281703,-0.109957679336706,-0.0983098929616019,-0.0883171293903275,-0.0479894994981151,-0.00766186960590262,0.00233089396537176,0.0139786803404755,0.028634255285473,0.0503560250636422,0.069196420892253,0.106018905802095
4,0.0357757700000008,-0.187003364135605,-0.151486775593793,-0.133314547721394,-0.112363132804662,-0.0982273126274088,-0.0869926108651466,-0.0773542371099388,-0.0384568123094376,0.00044061249106353,0.0100789862462713,0.0213136880085336,0.0354495081857871,0.0564009231025188,0.0745731509749181,0.110089739516729,-0.187003364135605,-0.151486775593793,-0.133314547721394,-0.112363132804662,-0.0982273126274088,-0.0869926108651466,-0.0773542371099388,-0.0384568123094376,0.00044061249106353,0.0100789862462713,0.0213136880085336,0.0354495081857871,0.0564009231025188,0.0745731509749181,0.110089739516729
5,-0.0357757700000008,-0.179130640052734,-0.144415194594353,-0.126652875310256,-0.106174058743696,-0.0923570984296383,-0.0813758163785806,-0.0719548541706673,-0.0339348335387977,0.00408518709307185,0.0135061493009851,0.0244874313520429,0.0383043916661008,0.0587832082326601,0.0765455275167571,0.111260972975138,-0.179130640052734,-0.144415194594353,-0.126652875310256,-0.106174058743696,-0.0923570984296383,-0.0813758163785806,-0.0719548541706673,-0.0339348335387977,0.00408518709307185,0.0135061493009851,0.0244874313520429,0.0383043916661008,0.0587832082326601,0.0765455275167571,0.111260972975138
6,0,-0.172451391398348,-0.138222025573458,-0.120708411196747,-0.100516335460373,-0.0868928378231365,-0.0760653137747246,-0.0667762622422093,-0.0292885913310491,0.00819907958011105,0.0174881311126263,0.0283156551610382,0.0419391527982748,0.0621312285346483,0.07964484291136,0.11387420873625,-0.172451391398348,-0.138222025573458,-0.120708411196747,-0.100516335460373,-0.0868928378231365,-0.0760653137747246,-0.0667762622422093,-0.0292885913310491,0.00819907958011105,0.0174881311126263,0.0283156551610382,0.0419391527982748,0.0621312285346483,0.07964484291136,0.11387420873625
7,0.0357757700000008,-0.168557412746035,-0.134620870108035,-0.117257080078114,-0.0972377422182562,-0.0837307900062297,-0.0729958925672097,-0.0637863064179229,-0.0266193326333608,0.0105476411512013,0.019757227300488,0.0304921247395081,0.0439990769515346,0.0640184148113926,0.0813822048413138,0.115318747479313,-0.168557412746035,-0.134620870108035,-0.117257080078114,-0.0972377422182562,-0.0837307900062297,-0.0729958925672097,-0.0637863064179229,-0.0266193326333608,0.0105476411512013,0.019757227300488,0.0304921247395081,0.0439990769515346,0.0640184148113926,0.0813822048413138,0.115318747479313
8,0,-0.169365325275539,-0.135604398577983,-0.118330463261557,-0.0984147221317133,-0.0849776661416011,-0.0742983200040032,-0.0651363919249551,-0.0281617510225081,0.00881288987993888,0.017974817958987,0.0286541640965849,0.0420912200866971,0.0620069612165404,0.0792808965329664,0.113041823230523,-0.169365325275539,-0.135604398577983,-0.118330463261557,-0.0984147221317133,-0.0849776661416011,-0.0742983200040032,-0.0651363919249551,-0.0281617510225081,0.00881288987993888,0.017974817958987,0.0286541640965849,0.0420912200866971,0.0620069612165404,0.0792808965329664,0.113041823230523
