time,Y,alpha_0.5%,alpha_2.5%,alpha_5%,alpha_10%,alpha_15%,alpha_20%,alpha_25%,alpha_50%,alpha_75%,alpha_80%,alpha_85%,alpha_90%,alpha_95%,alpha_97.5%,alpha_99.5%,b_ex_0.5%,b_ex_2.5%,b_ex_5%,b_ex_10%,b_ex_15%,b_ex_20%,b_ex_25%,b_ex_50%,b_ex_75%,b_ex_80%,b_ex_85%,b_ex_90%,b_ex_95%,b_ex_97.5%,b_ex_99.5%
-28,0.104774370000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-27,0.38106917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-26,0.109521449999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-25,0.112405450000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-24,-0.423658419999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-23,-0.3875967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-22,-0.501040790000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-21,-0.54213245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-20,-0.270242069999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-19,0.239563179999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-18,-0.141268739999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-17,0.128624819999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-16,-0.39349198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-15,-0.264164860000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-14,-0.130410319999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-13,0.53377149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-11,0.398401970000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-10,0.121815809999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-9,0.137202540000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-8,-0.259018349999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-7,-0.115215720000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-6,-0.255809839999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-5,0.14728981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-4,-0.291829510000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-3,-0.656992389999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2,-0.256293749999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-1,-0.143646220000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.113842460000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-0.0147780299999987,-0.316894513809841,-0.261123688900093,-0.232588286697865,-0.199688795476828,-0.177491664940679,-0.159850089253905,-0.144715188150338,-0.0836355192673031,-0.0225558503842681,-0.00742094928070097,0.0102206264060727,0.0324177569422218,0.0653172481632593,0.093852650365487,0.149623475275235,-0.316894513809841,-0.261123688900093,-0.232588286697865,-0.199688795476828,-0.177491664940679,-0.159850089253905,-0.144715188150338,-0.0836355192673031,-0.0225558503842681,-0.00742094928070097,0.0102206264060727,0.0324177569422218,0.0653172481632593,0.093852650365487,0.149623475275235
2,0.0533099399999983,-0.309485030958873,-0.256649348072572,-0.229615724950988,-0.19844768883016,-0.177418762830021,-0.160705639075631,-0.146367267059121,-0.0885021373765897,-0.0306370076940584,-0.0162986356775485,0.000414488076841871,0.021443414076981,0.0526114501978088,0.0796450733193926,0.132480756205693,-0.309485030958873,-0.256649348072572,-0.229615724950988,-0.19844768883016,-0.177418762830021,-0.160705639075631,-0.146367267059121,-0.0885021373765897,-0.0306370076940584,-0.0162986356775485,0.000414488076841871,0.021443414076981,0.0526114501978088,0.0796450733193926,0.132480756205693
3,-0.304186009999999,-0.309254435807443,-0.258613743783327,-0.232703197955006,-0.202829998027072,-0.18267469185903,-0.166655893452878,-0.152913190761256,-0.0974519938747787,-0.0419907969883016,-0.0282480942966791,-0.0122292958905273,0.00792601027751469,0.0377992102054482,0.0637097560337694,0.114350448057885,-0.309254435807443,-0.258613743783327,-0.232703197955006,-0.202829998027072,-0.18267469185903,-0.166655893452878,-0.152913190761256,-0.0974519938747787,-0.0419907969883016,-0.0282480942966791,-0.0122292958905273,0.00792601027751469,0.0377992102054482,0.0637097560337694,0.114350448057885
4,-0.35253706,-0.305459947783016,-0.256443131714041,-0.231363449578008,-0.202448182275541,-0.182939188702106,-0.167434059057621,-0.154132038425576,-0.100449294804003,-0.0467665511824301,-0.0334645305503844,-0.0179594009058999,0.00154959266753522,0.0304648599700023,0.0555445421060352,0.10456135817501,-0.305459947783016,-0.256443131714041,-0.231363449578008,-0.202448182275541,-0.182939188702106,-0.167434059057621,-0.154132038425576,-0.100449294804003,-0.0467665511824301,-0.0334645305503844,-0.0179594009058999,0.00154959266753522,0.0304648599700023,0.0555445421060352,0.10456135817501
