s_name,0.5%,2.5%,5%,10%,15%,20%,25%,30%,35%,40%,50%,60%,65%,70%,75%,80%,85%,90%,95%,97.5%,99.5%
s_w,0.106188335,0.1221215,0.1291179,0.1367845,0.14205295,0.146932,0.1502885,0.154002,0.15738455,0.1607572,0.1662675,0.1719148,0.1747674,0.1782253,0.1819625,0.1862372,0.1908721,0.1970635,0.20646285,0.214406175,0.22948024
s_b_ex,0.0332950845,0.0404788725,0.04554325,0.05105178,0.055233195,0.05855328,0.061615225,0.06437214,0.066627595,0.06905764,0.0743375,0.07918156,0.081881705,0.08470575,0.087654775,0.09116978,0.095519405,0.1012395,0.11018515,0.11906295,0.138019155
