time,ex,Y,w_0.5%,w_2.5%,w_5%,w_10%,w_15%,w_20%,w_25%,w_30%,w_35%,w_40%,w_50%,w_60%,w_65%,w_70%,w_75%,w_80%,w_85%,w_90%,w_95%,w_97.5%,w_99.5%,alpha_0.5%,alpha_2.5%,alpha_5%,alpha_10%,alpha_15%,alpha_20%,alpha_25%,alpha_30%,alpha_35%,alpha_40%,alpha_50%,alpha_60%,alpha_65%,alpha_70%,alpha_75%,alpha_80%,alpha_85%,alpha_90%,alpha_95%,alpha_97.5%,alpha_99.5%,b_ex_0.5%,b_ex_2.5%,b_ex_5%,b_ex_10%,b_ex_15%,b_ex_20%,b_ex_25%,b_ex_30%,b_ex_35%,b_ex_40%,b_ex_50%,b_ex_60%,b_ex_65%,b_ex_70%,b_ex_75%,b_ex_80%,b_ex_85%,b_ex_90%,b_ex_95%,b_ex_97.5%,b_ex_99.5%
-28,0,0.232274949999997,-0.087896293,-0.0237597925,0.00846366850000001,0.04058549,0.062537035,0.07993044,0.095190725,0.1083526,0.12154635,0.1337432,0.1570485,0.1805548,0.1932718,0.2069745,0.2213985,0.2366546,0.25365665,0.2713586,0.3085012,0.3340715,0.39088786,-0.087896293,-0.0237597925,0.00846366850000001,0.04058549,0.062537035,0.07993044,0.095190725,0.1083526,0.12154635,0.1337432,0.1570485,0.1805548,0.1932718,0.2069745,0.2213985,0.2366546,0.25365665,0.2713586,0.3085012,0.3340715,0.39088786,,,,,,,,,,,,,,,,,,,,,
-27,0,0.348709540000002,-0.00635216645,0.0548671075,0.087587905,0.1212307,0.14396155,0.1605934,0.1772245,0.1907028,0.20297795,0.214803,0.239771,0.2644392,0.27678575,0.2902024,0.3037725,0.3197448,0.3388565,0.3618293,0.3924345,0.426230525,0.48852867,-0.00635216645,0.0548671075,0.087587905,0.1212307,0.14396155,0.1605934,0.1772245,0.1907028,0.20297795,0.214803,0.239771,0.2644392,0.27678575,0.2902024,0.3037725,0.3197448,0.3388565,0.3618293,0.3924345,0.426230525,0.48852867,,,,,,,,,,,,,,,,,,,,,
-26,0,0.852716839999999,0.336306185,0.3889256,0.41643645,0.4516313,0.4749891,0.4953048,0.5100825,0.5262326,0.53990335,0.5543314,0.577406,0.6042646,0.61957475,0.6340999,0.65001325,0.668605,0.6896059,0.7140353,0.749331,0.78416465,0.8468408,0.336306185,0.3889256,0.41643645,0.4516313,0.4749891,0.4953048,0.5100825,0.5262326,0.53990335,0.5543314,0.577406,0.6042646,0.61957475,0.6340999,0.65001325,0.668605,0.6896059,0.7140353,0.749331,0.78416465,0.8468408,,,,,,,,,,,,,,,,,,,,,
-25,0,0.0875246199999964,-0.17560836,-0.1193849,-0.093898565,-0.05920998,-0.03703182,-0.01887706,-0.0035961175,0.01052155,0.02264585,0.0340155,0.05839725,0.08306806,0.093966715,0.1070332,0.1220905,0.1366872,0.1546209,0.1791252,0.21505925,0.24647515,0.30218837,-0.17560836,-0.1193849,-0.093898565,-0.05920998,-0.03703182,-0.01887706,-0.0035961175,0.01052155,0.02264585,0.0340155,0.05839725,0.08306806,0.093966715,0.1070332,0.1220905,0.1366872,0.1546209,0.1791252,0.21505925,0.24647515,0.30218837,,,,,,,,,,,,,,,,,,,,,
-24,0,0.184747860000002,-0.104848745,-0.0566781,-0.02576756,0.006078459,0.026737415,0.0471271,0.064279375,0.0780515,0.09097502,0.1038736,0.12605,0.1486048,0.1603651,0.1745503,0.18917425,0.2031938,0.22328065,0.2464794,0.28005725,0.3079355,0.37137644,-0.104848745,-0.0566781,-0.02576756,0.006078459,0.026737415,0.0471271,0.064279375,0.0780515,0.09097502,0.1038736,0.12605,0.1486048,0.1603651,0.1745503,0.18917425,0.2031938,0.22328065,0.2464794,0.28005725,0.3079355,0.37137644,,,,,,,,,,,,,,,,,,,,,
-23,0,0.231484309999999,-0.079038461,-0.023129855,0.01036085,0.04170778,0.06469958,0.08270984,0.097417975,0.1101766,0.12207045,0.13271,0.155899,0.179463,0.1909101,0.2042089,0.21956125,0.2340508,0.2522406,0.2719037,0.31216965,0.343514225,0.396810075,-0.079038461,-0.023129855,0.01036085,0.04170778,0.06469958,0.08270984,0.097417975,0.1101766,0.12207045,0.13271,0.155899,0.179463,0.1909101,0.2042089,0.21956125,0.2340508,0.2522406,0.2719037,0.31216965,0.343514225,0.396810075,,,,,,,,,,,,,,,,,,,,,
-22,0,0.0716368799999998,-0.18150737,-0.123814875,-0.10157405,-0.07262037,-0.05097788,-0.03182472,-0.016930175,-0.003116436,0.01155125,0.02329138,0.0463158,0.06975504,0.082634785,0.0949498,0.107286,0.1226384,0.14219775,0.1651821,0.19811295,0.2263998,0.285841705000001,-0.18150737,-0.123814875,-0.10157405,-0.07262037,-0.05097788,-0.03182472,-0.016930175,-0.003116436,0.01155125,0.02329138,0.0463158,0.06975504,0.082634785,0.0949498,0.107286,0.1226384,0.14219775,0.1651821,0.19811295,0.2263998,0.285841705000001,,,,,,,,,,,,,,,,,,,,,
-21,0,0.12177913,-0.14037354,-0.095451195,-0.067262925,-0.035785,-0.01227247,0.004635614,0.0190951,0.03157695,0.045028575,0.05847964,0.0831381,0.1065436,0.1184353,0.1312403,0.145021,0.1589508,0.1756529,0.2017525,0.23138475,0.26341585,0.316893695,-0.14037354,-0.095451195,-0.067262925,-0.035785,-0.01227247,0.004635614,0.0190951,0.03157695,0.045028575,0.05847964,0.0831381,0.1065436,0.1184353,0.1312403,0.145021,0.1589508,0.1756529,0.2017525,0.23138475,0.26341585,0.316893695,,,,,,,,,,,,,,,,,,,,,
-20,0,0.17704423,-0.123501355,-0.0576342325,-0.028931915,0.004985453,0.025879035,0.04251784,0.05784195,0.07034275,0.08183876,0.0941014,0.118251,0.1426322,0.1536422,0.1678371,0.1812425,0.1974006,0.2159063,0.2355339,0.26840885,0.298918,0.35136944,-0.123501355,-0.0576342325,-0.028931915,0.004985453,0.025879035,0.04251784,0.05784195,0.07034275,0.08183876,0.0941014,0.118251,0.1426322,0.1536422,0.1678371,0.1812425,0.1974006,0.2159063,0.2355339,0.26840885,0.298918,0.35136944,,,,,,,,,,,,,,,,,,,,,
-19,0,0.194625100000003,-0.10349149,-0.0527297825,-0.021824685,0.01172288,0.034639625,0.05186262,0.0676463,0.08075206,0.094573945,0.1073146,0.1302975,0.1536008,0.16757735,0.1797862,0.19183125,0.2071158,0.2244526,0.2470898,0.28012635,0.311218125,0.38077124,-0.10349149,-0.0527297825,-0.021824685,0.01172288,0.034639625,0.05186262,0.0676463,0.08075206,0.094573945,0.1073146,0.1302975,0.1536008,0.16757735,0.1797862,0.19183125,0.2071158,0.2244526,0.2470898,0.28012635,0.311218125,0.38077124,,,,,,,,,,,,,,,,,,,,,
-18,0,0.106361819999997,-0.17519097,-0.10832065,-0.07844527,-0.04540817,-0.02316642,-0.00452113999999999,0.011360725,0.02580726,0.0390976,0.05192812,0.0741023,0.09807354,0.11126905,0.1233137,0.137703,0.1527682,0.1698741,0.192208,0.2276488,0.25831235,0.30454506,-0.17519097,-0.10832065,-0.07844527,-0.04540817,-0.02316642,-0.00452113999999999,0.011360725,0.02580726,0.0390976,0.05192812,0.0741023,0.09807354,0.11126905,0.1233137,0.137703,0.1527682,0.1698741,0.192208,0.2276488,0.25831235,0.30454506,,,,,,,,,,,,,,,,,,,,,
-17,0,0.195877340000003,-0.1062644,-0.04780831,-0.01531142,0.01727034,0.037310025,0.05462698,0.0709774,0.08444717,0.09554128,0.1075074,0.1306725,0.1549292,0.1704741,0.1831584,0.1958095,0.211818,0.2294225,0.2499456,0.2820399,0.312139725,0.372092575,-0.1062644,-0.04780831,-0.01531142,0.01727034,0.037310025,0.05462698,0.0709774,0.08444717,0.09554128,0.1075074,0.1306725,0.1549292,0.1704741,0.1831584,0.1958095,0.211818,0.2294225,0.2499456,0.2820399,0.312139725,0.372092575,,,,,,,,,,,,,,,,,,,,,
-16,0,-0.0354929399999975,-0.25767593,-0.197532825,-0.1734291,-0.1404467,-0.11861645,-0.09998292,-0.0853984,-0.07220498,-0.059842385,-0.04655112,-0.02319655,0.000402039600000004,0.0095572785,0.0222167399999999,0.0361925,0.05129994,0.069009365,0.09399802,0.12502375,0.157512175,0.22401962,-0.25767593,-0.197532825,-0.1734291,-0.1404467,-0.11861645,-0.09998292,-0.0853984,-0.07220498,-0.059842385,-0.04655112,-0.02319655,0.000402039600000004,0.0095572785,0.0222167399999999,0.0361925,0.05129994,0.069009365,0.09399802,0.12502375,0.157512175,0.22401962,,,,,,,,,,,,,,,,,,,,,
-15,0,-0.0713809400000045,-0.28641133,-0.2288743,-0.1989486,-0.1665948,-0.14334925,-0.1260778,-0.111665,-0.09760592,-0.084368385,-0.0723403,-0.04807925,-0.0263908,-0.01433851,-0.00273872800000004,0.01316385,0.02878996,0.04534748,0.06646809,0.09974072,0.1268507,0.18543933,-0.28641133,-0.2288743,-0.1989486,-0.1665948,-0.14334925,-0.1260778,-0.111665,-0.09760592,-0.084368385,-0.0723403,-0.04807925,-0.0263908,-0.01433851,-0.00273872800000004,0.01316385,0.02878996,0.04534748,0.06646809,0.09974072,0.1268507,0.18543933,,,,,,,,,,,,,,,,,,,,,
-14,0,-0.0713738099999972,-0.28921982,-0.235267025,-0.20547305,-0.1706821,-0.1462535,-0.1285186,-0.1111115,-0.09642399,-0.083408785,-0.07170872,-0.04626205,-0.0243488,-0.01280287,9.96268199999922e-05,0.01362455,0.02890714,0.0501345,0.07386619,0.1062617,0.1336542,0.184818235,-0.28921982,-0.235267025,-0.20547305,-0.1706821,-0.1462535,-0.1285186,-0.1111115,-0.09642399,-0.083408785,-0.07170872,-0.04626205,-0.0243488,-0.01280287,9.96268199999922e-05,0.01362455,0.02890714,0.0501345,0.07386619,0.1062617,0.1336542,0.184818235,,,,,,,,,,,,,,,,,,,,,
