time,ex,Y,w_0.5%,w_2.5%,w_5%,w_10%,w_15%,w_20%,w_25%,w_30%,w_35%,w_40%,w_50%,w_60%,w_65%,w_70%,w_75%,w_80%,w_85%,w_90%,w_95%,w_97.5%,w_99.5%,alpha_0.5%,alpha_2.5%,alpha_5%,alpha_10%,alpha_15%,alpha_20%,alpha_25%,alpha_30%,alpha_35%,alpha_40%,alpha_50%,alpha_60%,alpha_65%,alpha_70%,alpha_75%,alpha_80%,alpha_85%,alpha_90%,alpha_95%,alpha_97.5%,alpha_99.5%,b_ex_0.5%,b_ex_2.5%,b_ex_5%,b_ex_10%,b_ex_15%,b_ex_20%,b_ex_25%,b_ex_30%,b_ex_35%,b_ex_40%,b_ex_50%,b_ex_60%,b_ex_65%,b_ex_70%,b_ex_75%,b_ex_80%,b_ex_85%,b_ex_90%,b_ex_95%,b_ex_97.5%,b_ex_99.5%
-28,0,0.340308149999999,0.0078049067,0.0572613975,0.08801827,0.1178665,0.13899535,0.1574272,0.174653,0.1875713,0.2006047,0.2135238,0.2380155,0.2627852,0.27508735,0.2899381,0.303601,0.319855,0.3385478,0.35875,0.3931798,0.42315825,0.479740405,0.0078049067,0.0572613975,0.08801827,0.1178665,0.13899535,0.1574272,0.174653,0.1875713,0.2006047,0.2135238,0.2380155,0.2627852,0.27508735,0.2899381,0.303601,0.319855,0.3385478,0.35875,0.3931798,0.42315825,0.479740405,,,,,,,,,,,,,,,,,,,,,
-27,0,0.342530360000001,0.00454634035,0.0560755825,0.08205586,0.1177987,0.1410064,0.1606724,0.175517,0.1889317,0.20068695,0.2131406,0.2363715,0.2618842,0.2745494,0.2876786,0.3024015,0.3173272,0.3357889,0.3574747,0.39329925,0.42526935,0.492261085,0.00454634035,0.0560755825,0.08205586,0.1177987,0.1410064,0.1606724,0.175517,0.1889317,0.20068695,0.2131406,0.2363715,0.2618842,0.2745494,0.2876786,0.3024015,0.3173272,0.3357889,0.3574747,0.39329925,0.42526935,0.492261085,,,,,,,,,,,,,,,,,,,,,
-26,0,0.230423680000001,-0.0646758725,-0.0168163525,0.009975122,0.03969717,0.063055475,0.0825686,0.097521725,0.1106192,0.12388025,0.1362254,0.1590525,0.183659,0.19447245,0.2076394,0.2223,0.236903,0.2538037,0.2776767,0.30863065,0.3379217,0.399483095,-0.0646758725,-0.0168163525,0.009975122,0.03969717,0.063055475,0.0825686,0.097521725,0.1106192,0.12388025,0.1362254,0.1590525,0.183659,0.19447245,0.2076394,0.2223,0.236903,0.2538037,0.2776767,0.30863065,0.3379217,0.399483095,,,,,,,,,,,,,,,,,,,,,
-25,0,0.5612976,0.150349325,0.203958575,0.23313875,0.2689464,0.29200535,0.3086672,0.3254415,0.3411457,0.35343515,0.3665888,0.389571,0.414136,0.42689015,0.4408878,0.4566955,0.472509,0.49389895,0.5157754,0.5512513,0.5854655,0.64435218,0.150349325,0.203958575,0.23313875,0.2689464,0.29200535,0.3086672,0.3254415,0.3411457,0.35343515,0.3665888,0.389571,0.414136,0.42689015,0.4408878,0.4566955,0.472509,0.49389895,0.5157754,0.5512513,0.5854655,0.64435218,,,,,,,,,,,,,,,,,,,,,
-24,0,0.15856454,-0.12253118,-0.0682953125,-0.039396295,-0.007369106,0.015762845,0.03232272,0.048198425,0.06192046,0.076673415,0.08987888,0.1122695,0.1342124,0.1455301,0.1590094,0.17309675,0.1894982,0.2076066,0.2315435,0.26494205,0.29226995,0.372535905,-0.12253118,-0.0682953125,-0.039396295,-0.007369106,0.015762845,0.03232272,0.048198425,0.06192046,0.076673415,0.08987888,0.1122695,0.1342124,0.1455301,0.1590094,0.17309675,0.1894982,0.2076066,0.2315435,0.26494205,0.29226995,0.372535905,,,,,,,,,,,,,,,,,,,,,
-23,0,0.101186589999998,-0.15313311,-0.1035931,-0.075870795,-0.04317586,-0.023270005,-0.00406991999999998,0.011375525,0.02511902,0.037586595,0.04894432,0.0697953,0.09218708,0.1041407,0.1160457,0.13009125,0.1454472,0.16457455,0.1852113,0.220634,0.24911935,0.30531052,-0.15313311,-0.1035931,-0.075870795,-0.04317586,-0.023270005,-0.00406991999999998,0.011375525,0.02511902,0.037586595,0.04894432,0.0697953,0.09218708,0.1041407,0.1160457,0.13009125,0.1454472,0.16457455,0.1852113,0.220634,0.24911935,0.30531052,,,,,,,,,,,,,,,,,,,,,
-22,0,0.0148274100000023,-0.231302395,-0.17543,-0.14439645,-0.1084032,-0.08504988,-0.0673849,-0.0527239,-0.03810234,-0.02575476,-0.01400306,0.00840691,0.03074724,0.04202709,0.05292436,0.066476725,0.0831745,0.10334685,0.1262769,0.156584,0.1919572,0.253015495,-0.231302395,-0.17543,-0.14439645,-0.1084032,-0.08504988,-0.0673849,-0.0527239,-0.03810234,-0.02575476,-0.01400306,0.00840691,0.03074724,0.04202709,0.05292436,0.066476725,0.0831745,0.10334685,0.1262769,0.156584,0.1919572,0.253015495,,,,,,,,,,,,,,,,,,,,,
-21,0,0.14401436,-0.138118155,-0.0827661675,-0.0524439,-0.01651799,0.0072137435,0.02350944,0.03782775,0.05197547,0.06548586,0.07688816,0.102742,0.1250332,0.13726765,0.1495588,0.163639,0.1781618,0.1953238,0.2206661,0.2547098,0.285111575,0.35170594,-0.138118155,-0.0827661675,-0.0524439,-0.01651799,0.0072137435,0.02350944,0.03782775,0.05197547,0.06548586,0.07688816,0.102742,0.1250332,0.13726765,0.1495588,0.163639,0.1781618,0.1953238,0.2206661,0.2547098,0.285111575,0.35170594,,,,,,,,,,,,,,,,,,,,,
-20,0,0,-0.22515315,-0.18101135,-0.1491798,-0.1196154,-0.0958998,-0.07724894,-0.06278845,-0.04931241,-0.03569677,-0.0234978199999999,0.001343645,0.024387,0.036427635,0.05077182,0.064026675,0.0809751,0.09672166,0.1171574,0.1458159,0.173112975,0.230376175,-0.22515315,-0.18101135,-0.1491798,-0.1196154,-0.0958998,-0.07724894,-0.06278845,-0.04931241,-0.03569677,-0.0234978199999999,0.001343645,0.024387,0.036427635,0.05077182,0.064026675,0.0809751,0.09672166,0.1171574,0.1458159,0.173112975,0.230376175,,,,,,,,,,,,,,,,,,,,,
-19,0,0.20463754,-0.0886077645,-0.038284445,-0.0078464845,0.02330486,0.043655545,0.06161424,0.077419925,0.09062683,0.1047491,0.1181674,0.142328,0.1659236,0.17843115,0.1894197,0.20307475,0.216929,0.23682235,0.2576514,0.2921709,0.325989375,0.37155004,-0.0886077645,-0.038284445,-0.0078464845,0.02330486,0.043655545,0.06161424,0.077419925,0.09062683,0.1047491,0.1181674,0.142328,0.1659236,0.17843115,0.1894197,0.20307475,0.216929,0.23682235,0.2576514,0.2921709,0.325989375,0.37155004,,,,,,,,,,,,,,,,,,,,,
