s_name,0.5%,2.5%,5%,10%,15%,20%,25%,30%,35%,40%,50%,60%,65%,70%,75%,80%,85%,90%,95%,97.5%,99.5%
s_w,0.134015675,0.147525525,0.1535107,0.1603113,0.1647696,0.1687742,0.1723635,0.1753963,0.1779103,0.180753,0.1858205,0.191184,0.1938299,0.1969575,0.19977,0.2030486,0.2073679,0.2128619,0.2199209,0.22580065,0.24190072
s_b_ex,0.062082189,0.070164935,0.075582245,0.08287855,0.088136675,0.09197566,0.0953798,0.09881332,0.10197665,0.1049416,0.1112895,0.1190314,0.12278875,0.1267607,0.13156025,0.1367672,0.14355805,0.1521846,0.1657314,0.1798915,0.20454119
