consecutive,period,fold,cor,mae,rmse,no_perfect,no_data,no_data_full
4,14,1.4,0.874731823312562,2.09090909090909,3.95532907596493,58,121,127
5,14,1.4,0.838341818664928,2.79646017699115,5.49496954181611,51,113,127
1,15,1.4,0.881515289318491,5.51181102362205,6.61541983003037,9,127,127
2,15,1.4,0.874570317751417,3.4251968503937,5.10133532001613,46,127,127
3,15,1.4,0.885396291896434,2.20634920634921,3.87298334620742,59,126,127
4,15,1.4,0.856167526769203,2.25619834710744,4.19858299591109,57,121,127
5,15,1.4,0.867919231950248,2.60176991150443,4.79306283366217,51,113,127
1,1,1.5,0.417167060462323,7.77952755905512,10.6918174614946,19,127,127
2,1,1.5,0.490798816762501,4.96850393700787,8.61467343694448,53,127,127
3,1,1.5,0.785133090486052,2.82677165354331,5.73358663909699,66,127,127
4,1,1.5,0.800760756206987,2.59016393442623,5.10705073531826,62,122,127
5,1,1.5,0.774259620348599,3.36521739130435,6.62341039173863,55,115,127
1,2,1.5,0.537320312895539,5.76377952755906,8.95570904001737,39,127,127
2,2,1.5,0.56467960990107,4.90551181102362,8.24764342386624,48,127,127
3,2,1.5,0.775375868469121,3.07874015748032,5.99540506469444,60,127,127
4,2,1.5,0.790540627007524,2.69672131147541,5.2829760614235,57,122,127
5,2,1.5,0.784277893365427,3.17391304347826,6.22128184750434,51,115,127
1,3,1.5,0.638280514959067,4.48818897637795,7.68678178259461,36,127,127
2,3,1.5,0.662655826367367,3.5748031496063,6.97125707436258,57,127,127
3,3,1.5,0.787719222385281,2.88976377952756,5.80591607046837,59,127,127
4,3,1.5,0.793662969581259,2.72131147540984,5.18825912873338,54,122,127
5,3,1.5,0.78117795473091,3.30434782608696,6.33417233191794,48,115,127
1,4,1.5,0.6974094268621,4.1259842519685,7.11214996786164,38,127,127
2,4,1.5,0.735528004651732,3.37007874015748,6.3282891917554,57,127,127
3,4,1.5,0.838210339828247,2.42063492063492,4.59381917397438,62,126,127
4,4,1.5,0.814290481504795,2.63934426229508,4.89395746529648,56,122,127
5,4,1.5,0.799249274654672,3.24347826086957,6.04260237631609,49,115,127
1,5,1.5,0.761448816357128,4.16535433070866,6.58977972700103,30,127,127
2,5,1.5,0.804126153791927,2.95275590551181,5.56352010021639,57,127,127
3,5,1.5,0.845453661062088,2.32539682539683,4.4783429475148,63,126,127
4,5,1.5,0.812717083558928,2.69672131147541,5.03675018826787,56,122,127
5,5,1.5,0.801152718058128,3.22608695652174,5.98912057128518,49,115,127
1,6,1.5,0.79344834434408,4.17322834645669,6.3704534505288,23,127,127
2,6,1.5,0.807713854867913,3.03937007874016,5.58541407540218,55,127,127
3,6,1.5,0.846832641270111,2.32539682539683,4.45346307196246,62,126,127
4,6,1.5,0.813957285817399,2.64754098360656,5.0073716151094,57,122,127
5,6,1.5,0.803843968611316,3.16521739130435,5.93295878967653,50,115,127
1,7,1.5,0.789986255350071,4.22834645669291,6.38218485039151,19,127,127
2,7,1.5,0.821207596496588,2.76377952755906,5.18249628234651,55,127,127
3,7,1.5,0.694706796928152,2.56349206349206,6.80511012471685,61,126,127
4,7,1.5,0.821000976630572,2.57377049180328,4.90065234868002,57,122,127
5,7,1.5,0.805974643792885,3.15652173913044,5.88365458744374,50,115,127
1,8,1.5,0.777300869781167,4.63779527559055,6.7444932334741,14,127,127
2,8,1.5,0.823707364220787,2.96062992125984,5.33300523925204,52,127,127
3,8,1.5,0.854864089525501,2.31746031746032,4.30577316398374,60,126,127
4,8,1.5,0.816315213108352,2.63114754098361,4.97452526773603,57,122,127
5,8,1.5,0.830973688871149,3,5.3524875345037,49,114,127
1,9,1.5,0.831707467301852,4.48031496062992,6.24121429735527,14,127,127
2,9,1.5,0.886693986665349,2.7244094488189,4.48444380280013,50,127,127
3,9,1.5,0.885798925594319,2.05555555555556,3.79536057638295,60,126,127
4,9,1.5,0.846258167880672,2.31147540983607,4.51046142817805,58,122,127
5,9,1.5,0.822635133450866,3.04385964912281,5.78640269427827,50,114,127
1,10,1.5,0.829427540771303,4.74803149606299,6.42522097417117,13,127,127
2,10,1.5,0.897066403905581,2.74803149606299,4.35889894354067,51,127,127
3,10,1.5,0.892285638125357,2.06349206349206,3.72038571135707,61,126,127
4,10,1.5,0.843186126598658,2.34426229508197,4.55026571013022,59,122,127
5,10,1.5,0.819598662889194,2.99122807017544,5.75905084772367,51,114,127
1,11,1.5,0.839537862720678,5.02362204724409,6.5460212114526,10,127,127
2,11,1.5,0.884926886401137,3.06299212598425,4.66263417826393,48,127,127
3,11,1.5,0.884962712619413,2.21428571428571,3.87400780948316,59,126,127
4,11,1.5,0.839785920347518,2.47540983606557,4.63769303871132,57,122,127
5,11,1.5,0.852802443546707,2.73684210526316,5.04018935873741,51,114,127
1,12,1.5,0.868187567208788,5.21259842519685,6.45395563256261,8,127,127
2,12,1.5,0.887457799127408,3.16535433070866,4.74217133562021,47,127,127
3,12,1.5,0.893973468217827,2.1031746031746,3.68070904142382,59,126,127
4,12,1.5,0.842829606466917,2.38524590163934,4.52950256017402,58,122,127
5,12,1.5,0.845805289451284,2.69911504424779,5.01943126912669,51,113,127
1,13,1.5,0.842245418804435,5.09448818897638,6.64096093985836,11,127,127
2,13,1.5,0.901908125978742,3.02362204724409,4.51768179699474,49,127,127
3,13,1.5,0.918981763069226,1.96031746031746,3.28174363255896,60,126,127
4,13,1.5,0.875371459421241,2.10743801652893,4.02574360463355,59,121,127
5,13,1.5,0.867270052126105,2.49107142857143,4.70277273835037,52,112,127
1,14,1.5,0.896610105341844,5.02362204724409,6.09763088110495,10,127,127
2,14,1.5,0.899323536826813,3,4.52551819802218,49,127,127
3,14,1.5,0.909793647242579,2.00793650793651,3.4353438403728,60,126,127
4,14,1.5,0.874731823312562,2.09090909090909,3.95532907596493,58,121,127
5,14,1.5,0.830759598033365,2.75892857142857,5.47967021948271,51,112,127
1,15,1.5,0.880547477746256,5.30708661417323,6.40127939967909,9,127,127
2,15,1.5,0.889875488567538,3.15748031496063,4.72137041362751,49,127,127
3,15,1.5,0.907322353527066,2.04761904761905,3.47553809925385,60,126,127
4,15,1.5,0.8872611096776,1.95798319327731,3.74726791232261,59,119,127
5,15,1.5,0.840625192189648,2.64864864864865,5.34064813693268,52,111,127
1,1,1.6,0.421556726959269,7.70866141732283,10.6086430370059,19,127,127
2,1,1.6,0.488529710886527,4.8503937007874,8.55367490209376,55,127,127
3,1,1.6,0.783213017926681,2.8503937007874,5.7520965024266,66,127,127
4,1,1.6,0.799646024446169,2.61475409836066,5.12867221496213,62,122,127
5,1,1.6,0.774694700486173,3.39130434782609,6.64111043622126,55,115,127
1,2,1.6,0.608837154177208,5.22047244094488,8.31325665551548,42,127,127
2,2,1.6,0.624213607416773,4.59055118110236,7.80318933382547,49,127,127
3,2,1.6,0.775758206957261,3.04724409448819,5.97567246569981,60,127,127
4,2,1.6,0.790580548749828,2.73770491803279,5.29769513755669,56,122,127
5,2,1.6,0.785232309796174,3.21739130434783,6.23454611157792,50,115,127
1,3,1.6,0.639423995717621,4.41732283464567,7.64724231083532,39,127,127
2,3,1.6,0.6628774285588,3.56692913385827,6.97069230285646,58,127,127
3,3,1.6,0.788114641937423,2.88188976377953,5.80523792807623,60,127,127
4,3,1.6,0.794152319549136,2.71311475409836,5.18746913875869,55,122,127
5,3,1.6,0.781912992774298,3.29565217391304,6.33348588679732,49,115,127
1,4,1.6,0.68482257456467,4.20472440944882,7.13094619954375,36,127,127
2,4,1.6,0.752038528032358,3.31496062992126,6.13945546329858,55,127,127
3,4,1.6,0.733505379659654,2.85714285714286,6.23227645738456,60,126,127
4,4,1.6,0.80818404304163,2.72131147540984,5.06676732715654,55,122,127
5,4,1.6,0.800998398101297,3.2,6.01736617235265,49,115,127
1,5,1.6,0.773986337953609,3.8503937007874,6.32517778530754,33,127,127
2,5,1.6,0.804534860988301,2.84251968503937,5.49659880518825,58,127,127
3,5,1.6,0.848062917569735,2.22222222222222,4.40057716272302,64,126,127
4,5,1.6,0.81712379976822,2.60655737704918,4.98522406882514,57,122,127
5,5,1.6,0.803558161776774,3.17391304347826,5.96147049265386,49,115,127
1,6,1.6,0.789684083660438,4.06299212598425,6.26451071418902,23,127,127
2,6,1.6,0.796902874470679,2.93700787401575,5.54793002470787,57,127,127
3,6,1.6,0.73995556347099,2.5952380952381,5.93817352069681,62,126,127
4,6,1.6,0.816335474135116,2.60655737704918,4.97040421221322,57,122,127
5,6,1.6,0.802475710015732,3.17391304347826,5.96292895640477,50,115,127
1,7,1.6,0.814758593195367,3.80314960629921,5.88137323939761,22,127,127
2,7,1.6,0.824064735839161,2.66929133858268,5.10596378186648,56,127,127
3,7,1.6,0.693699689175332,2.52380952380952,6.79051626248778,62,126,127
4,7,1.6,0.821000976630572,2.57377049180328,4.90065234868002,57,122,127
5,7,1.6,0.804665378532407,3.16521739130435,5.91240405749898,50,115,127
1,8,1.6,0.835015345820383,4.13385826771654,5.93733681914181,17,127,127
2,8,1.6,0.82923053085618,2.89763779527559,5.22863105192605,52,127,127
3,8,1.6,0.857346184107976,2.31746031746032,4.30208513490104,60,126,127
4,8,1.6,0.818132048222382,2.62295081967213,4.94726286304514,57,122,127
5,8,1.6,0.832723934691485,2.99122807017544,5.32537783850189,49,114,127
1,9,1.6,0.844834657276868,4.1496062992126,5.89608170970849,16,127,127
2,9,1.6,0.904573807596146,2.52755905511811,4.11928439622805,51,127,127
3,9,1.6,0.899283422694956,1.9047619047619,3.55902608401044,62,126,127
4,9,1.6,0.846258167880672,2.31147540983607,4.51046142817805,58,122,127
5,9,1.6,0.822635133450866,3.04385964912281,5.78640269427827,50,114,127
1,10,1.6,0.847386735168832,4.37007874015748,6.06461272951993,18,127,127
2,10,1.6,0.900558698882138,2.62992125984252,4.23149049520658,52,127,127
3,10,1.6,0.895332275398546,1.95238095238095,3.61873432227873,63,126,127
4,10,1.6,0.845922065860721,2.29508196721311,4.50864379303345,60,122,127
5,10,1.6,0.819718965797114,2.98245614035088,5.75828921962436,52,114,127
1,11,1.6,0.839876443124358,4.76377952755906,6.31271682406137,13,127,127
2,11,1.6,0.894974955492117,2.75590551181102,4.32535101666013,50,127,127
3,11,1.6,0.890819590507429,2.11904761904762,3.72997297747563,59,126,127
4,11,1.6,0.848659796542817,2.35245901639344,4.50591596554181,58,122,127
5,11,1.6,0.835055737547513,2.83333333333333,5.57799561560596,52,114,127
1,12,1.6,0.910169847301379,4.52755905511811,5.49516609336795,12,127,127
2,12,1.6,0.861012678868598,3.00787401574803,5.02121483559476,47,127,127
3,12,1.6,0.871270563362079,2.136,4.26989461228261,58,125,127
4,12,1.6,0.842476227376055,2.39669421487603,5.00413052528105,57,121,127
5,12,1.6,0.836545733621787,2.72321428571429,5.56214886532175,52,112,127
1,13,1.6,0.848622374558592,4.99212598425197,6.34568487520717,10,127,127
2,13,1.6,0.850983877754272,3.13385826771654,5.19236265309539,48,127,127
3,13,1.6,0.866768131911616,2.23015873015873,4.34522178731447,58,126,127
4,13,1.6,0.834631858738892,2.47107438016529,5.22944618846169,57,121,127
5,13,1.6,0.818913041524698,2.88392857142857,6.11277935382682,52,112,127
1,14,1.6,0.859805931260108,5.03149606299213,6.25885199908551,11,127,127
2,14,1.6,0.843140223675372,3.22047244094488,5.33817037870898,50,127,127
3,14,1.6,0.852634627614485,2.27777777777778,4.51716303721284,60,126,127
4,14,1.6,0.833335818606216,2.38333333333333,5.04975246918104,58,120,127
5,14,1.6,0.820209482987693,2.8018018018018,5.65127746062224,51,111,127
1,15,1.6,0.876734111703618,5.03149606299213,6.14201998114781,12,127,127
2,15,1.6,0.881128724109971,3.10236220472441,4.7637079450599,50,127,127
3,15,1.6,0.886005810609064,2.17460317460317,3.93196101968438,60,126,127
4,15,1.6,0.86844755139502,2.18487394957983,4.53557367611073,59,119,127
5,15,1.6,0.82095151101838,3.08108108108108,6.44729149081749,52,111,127
1,1,1.7,0.412784790341545,7.60629921259843,10.5815170905219,21,127,127
2,1,1.7,0.48584563935879,4.81889763779528,8.54630739435109,56,127,127
3,1,1.7,0.783213017926681,2.8503937007874,5.7520965024266,66,127,127
4,1,1.7,0.799646024446169,2.61475409836066,5.12867221496213,62,122,127
5,1,1.7,0.774694700486173,3.39130434782609,6.64111043622126,55,115,127
1,2,1.7,0.614655119637025,5.02362204724409,8.17717198866964,43,127,127
2,2,1.7,0.625607819559868,4.48818897637795,7.73783017053434,50,127,127
3,2,1.7,0.781853048756321,2.91338582677165,5.8498267017874,60,127,127
4,2,1.7,0.739219579595636,2.99180327868852,6.32520329486029,56,122,127
5,2,1.7,0.780126987944531,3.21052631578947,6.36465018126091,50,114,127
1,3,1.7,0.662851151991333,4.25196850393701,7.37093675603158,40,127,127
2,3,1.7,0.68697768563593,3.45669291338583,6.68586474598274,58,127,127
3,3,1.7,0.822398007517747,2.6031746031746,4.86810154972272,60,126,127
4,3,1.7,0.815279146244614,2.62295081967213,4.89060658680345,55,122,127
5,3,1.7,0.801004347572895,3.2,6.07775702334197,49,115,127
1,4,1.7,0.701901413833542,4.06299212598425,6.92024304338565,36,127,127
2,4,1.7,0.774478338360671,3.11023622047244,5.8491536503324,56,127,127
3,4,1.7,0.734080441659875,2.85714285714286,6.25134906075201,60,126,127
4,4,1.7,0.81161609802416,2.71311475409836,5.09339012356404,55,122,127
5,4,1.7,0.800248435321903,3.21739130434783,6.08490648708111,49,115,127
1,5,1.7,0.781246046423342,3.7007874015748,6.18481758048991,34,127,127
2,5,1.7,0.812592179197468,2.7244094488189,5.35804641798882,59,127,127
3,5,1.7,0.858940989409922,2.0952380952381,4.20506119842978,64,126,127
4,5,1.7,0.817040479991926,2.59836065573771,4.98275715367095,57,122,127
5,5,1.7,0.803466547362798,3.16521739130435,5.95928212776177,49,115,127
1,6,1.7,0.798795292903893,3.78740157480315,6.01507293074695,27,127,127
2,6,1.7,0.801921598650145,2.79527559055118,5.43465114527751,59,127,127
3,6,1.7,0.851886447155252,2.208,4.34327065700493,63,125,127
4,6,1.7,0.820750278140135,2.5327868852459,4.90316057319739,58,122,127
5,6,1.7,0.802475710015732,3.17391304347826,5.96292895640477,50,115,127
1,7,1.7,0.816525768258207,3.77952755905512,5.86327150624167,23,127,127
2,7,1.7,0.827490308535469,2.67716535433071,5.10981763084285,56,127,127
3,7,1.7,0.697469306740955,2.67460317460317,6.93907729102318,61,126,127
4,7,1.7,0.821000976630572,2.57377049180328,4.90065234868002,57,122,127
5,7,1.7,0.804665378532407,3.16521739130435,5.91240405749898,50,115,127
1,8,1.7,0.825596700403509,4.11023622047244,5.99080660508479,19,127,127
2,8,1.7,0.825363602225874,2.8740157480315,5.26240566526629,53,127,127
3,8,1.7,0.857346184107976,2.31746031746032,4.30208513490104,60,126,127
4,8,1.7,0.818132048222382,2.62295081967213,4.94726286304514,57,122,127
5,8,1.7,0.804194161003514,3.11504424778761,5.87781188592929,49,113,127
1,9,1.7,0.847793406956036,3.89763779527559,5.67283900372686,19,127,127
2,9,1.7,0.905242406866096,2.40944881889764,4.03332574129999,54,127,127
3,9,1.7,0.726982492782768,2.34920634920635,6.53075750972225,62,126,127
4,9,1.7,0.848828830078756,2.34426229508197,4.51227833114325,58,122,127
5,9,1.7,0.824462039191502,3.03508771929825,5.76133512791439,50,114,127
1,10,1.7,0.911085379486368,3.84251968503937,4.94059195025228,19,127,127
2,10,1.7,0.90899378155816,2.51968503937008,4.03332574129999,52,127,127
3,10,1.7,0.907129552446991,1.91269841269841,3.4191338362919,61,126,127
4,10,1.7,0.862655265341711,2.15702479338843,4.23776800756606,59,121,127
5,10,1.7,0.842940532464803,2.84210526315789,5.53458028646874,52,114,127
1,11,1.7,0.846904904690031,4.2992125984252,5.9538910720333,19,127,127
2,11,1.7,0.883934098440273,2.56349206349206,4.62995766033642,52,126,127
3,11,1.7,0.877367884109983,2.04,4.20571040372492,61,125,127
4,11,1.7,0.840663000354363,2.36666666666667,5.16559128593556,59,120,127
5,11,1.7,0.819460083460586,2.875,6.1120489900804,53,112,127
1,12,1.7,0.86174708680979,4.4488188976378,5.86796991012579,17,127,127
2,12,1.7,0.869073732902433,2.83464566929134,4.87157915511664,50,127,127
3,12,1.7,0.875225174420203,2.08,4.23698005659692,60,125,127
4,12,1.7,0.835701956878634,2.42148760330579,5.20886085482792,59,121,127
5,12,1.7,0.835313042194223,2.63963963963964,5.48790644208856,53,111,127
1,13,1.7,0.855926660887498,4.84251968503937,6.11890062690103,11,127,127
2,13,1.7,0.85281446287836,3.07086614173228,5.19084597052964,50,127,127
3,13,1.7,0.874993300763526,2.07258064516129,4.239788491377,59,124,127
4,13,1.7,0.835688550867865,2.45,5.23131595936115,57,120,127
5,13,1.7,0.83515322712571,2.64864864864865,5.48872718634531,52,111,127
1,14,1.7,0.834052542419656,5.03937007874016,6.58918225841763,13,127,127
2,14,1.7,0.824449569110719,3.43307086614173,5.83904856881465,50,127,127
3,14,1.7,0.843818393983246,2.44,5.07306613400614,60,125,127
4,14,1.7,0.826928618978466,2.68333333333333,5.74166061925177,57,120,127
5,14,1.7,0.830291377420522,2.9009009009009,6,51,111,127
1,15,1.7,0.825184058857896,5.30708661417323,6.76023575044353,11,127,127
2,15,1.7,0.834402425292328,3.46825396825397,5.65194165260439,48,126,127
3,15,1.7,0.823035266740786,2.736,5.50926492374437,58,125,127
4,15,1.7,0.818950116988121,2.81512605042017,6.1130800664771,57,119,127
5,15,1.7,0.826672791101745,2.88888888888889,6.27162924074226,51,108,127
1,1,1.8,0.481151859000071,7.26771653543307,10.1504431461386,23,127,127
2,1,1.8,0.560673049610455,4.52755905511811,8.0240779390316,57,127,127
3,1,1.8,0.787195922288616,2.81102362204724,5.73495978883266,67,127,127
4,1,1.8,0.799646024446169,2.61475409836066,5.12867221496213,62,122,127
5,1,1.8,0.774694700486173,3.39130434782609,6.64111043622126,55,115,127
1,2,1.8,0.619996044206739,4.92125984251969,8.0876108226656,44,127,127
2,2,1.8,0.624721367846954,4.4251968503937,7.72255108598127,51,127,127
3,2,1.8,0.785509195211021,2.88188976377953,5.83635092553423,60,127,127
4,2,1.8,0.73970050168103,2.9672131147541,6.31807192004691,56,122,127
5,2,1.8,0.780225738287137,3.2280701754386,6.3742904661906,49,114,127
1,3,1.8,0.67289872234134,4.1496062992126,7.2388932029109,41,127,127
2,3,1.8,0.692952472697665,3.38582677165354,6.62731166028275,58,127,127
3,3,1.8,0.82334607935489,2.6031746031746,4.85504156227612,59,126,127
4,3,1.8,0.816584148434797,2.62295081967213,4.87718005059293,54,122,127
5,3,1.8,0.802525221593011,3.2,6.06630035524124,48,115,127
1,4,1.8,0.713328319625085,3.85826771653543,6.70291980097239,40,127,127
2,4,1.8,0.780732095407202,3.07086614173228,5.7616707987962,57,127,127
3,4,1.8,0.736168952001875,2.9047619047619,6.28174477834921,60,126,127
4,4,1.8,0.81157978404122,2.69672131147541,5.08694890679353,56,122,127
5,4,1.8,0.800213808282561,3.2,6.07918758874329,50,115,127
1,5,1.8,0.783494123188676,3.4488188976378,6.01834465953429,38,127,127
2,5,1.8,0.821894028970897,2.48818897637795,5.13594711381508,62,127,127
3,5,1.8,0.854527562332917,2.13492063492064,4.25664746238723,64,126,127
4,5,1.8,0.817040479991926,2.59836065573771,4.98275715367095,57,122,127
5,5,1.8,0.802036028825562,3.17391304347826,5.99057230335626,49,115,127
1,6,1.8,0.831174205769599,3.37795275590551,5.4994631090852,29,127,127
2,6,1.8,0.819318235394499,2.5511811023622,5.13901243614935,61,127,127
3,6,1.8,0.860457962577801,2.144,4.20856270002004,63,125,127
4,6,1.8,0.820750278140135,2.5327868852459,4.90316057319739,58,122,127
5,6,1.8,0.802475710015732,3.17391304347826,5.96292895640477,50,115,127
1,7,1.8,0.845811522642847,3.48818897637795,5.37638464128299,24,127,127
2,7,1.8,0.903263496318198,2.20472440944882,3.9083999988718,57,127,127
3,7,1.8,0.724351070840328,2.45238095238095,6.6326513169368,61,126,127
4,7,1.8,0.854826530027974,2.31967213114754,4.43625155608341,57,122,127
5,7,1.8,0.822342437037032,3.04347826086957,5.73319851543546,49,115,127
1,8,1.8,0.8499737074552,3.67716535433071,5.47075258609524,22,127,127
2,8,1.8,0.859413636478046,2.45669291338583,4.63468606926401,55,127,127
3,8,1.8,0.900800233904847,1.94444444444444,3.55344679529385,61,126,127
4,8,1.8,0.862699940218999,2.23140495867769,4.29106317134762,58,121,127
5,8,1.8,0.834662475581552,2.88495575221239,5.55583086830117,50,113,127
1,9,1.8,0.850348521927506,3.67716535433071,5.4693131037427,22,127,127
2,9,1.8,0.915950592705529,2.22047244094488,3.77517794334744,56,127,127
3,9,1.8,0.911651900411771,1.816,3.3834893231692,62,125,127
4,9,1.8,0.866801510291423,2.22950819672131,4.27344066086885,58,122,127
5,9,1.8,0.835415328922432,2.87610619469027,5.5486584522269,50,113,127
1,10,1.8,0.909691270347952,3.7007874015748,4.85376710587872,21,127,127
2,10,1.8,0.90909241322524,2.44094488188976,3.9980310114485,54,127,127
3,10,1.8,0.901596267265952,1.896,3.50884596413123,62,125,127
4,10,1.8,0.864433689335016,2.15702479338843,4.24750777680861,60,121,127
5,10,1.8,0.835738225431647,2.80530973451327,5.51987559177493,52,113,127
1,11,1.8,0.804506662446126,4.29133858267717,6.35993859228513,20,127,127
2,11,1.8,0.88465121515263,2.50793650793651,4.59122696883579,52,126,127
3,11,1.8,0.879195772160763,2.008,4.16749325134426,60,125,127
4,11,1.8,0.843481217869717,2.33333333333333,5.13322510708424,58,120,127
5,11,1.8,0.824380473477121,2.92857142857143,6.12663972220615,51,112,127
1,12,1.8,0.870794577938693,4.1984126984127,5.73280728483693,21,126,127
2,12,1.8,0.867141348485031,2.624,4.95580467734555,54,125,127
3,12,1.8,0.867439341365249,2.16129032258065,4.53836690821141,59,124,127
4,12,1.8,0.837952294801039,2.4,5.19775592603834,58,120,127
5,12,1.8,0.836609070739271,2.63963963963964,5.47475780039382,52,111,127
1,13,1.8,0.833112401230835,4.82539682539683,6.40436359179216,13,126,127
2,13,1.8,0.850911881837498,3.016,5.16371958959818,49,125,127
3,13,1.8,0.874523121061751,2.1219512195122,4.29122758034825,57,123,127
4,13,1.8,0.839713470215668,2.46218487394958,5.09489776082674,55,119,127
5,13,1.8,0.833891306503684,2.81981981981982,5.65446487061092,50,111,127
1,14,1.8,0.846098003597066,4.84,6.46034054829929,14,125,127
2,14,1.8,0.831273753095158,3.2741935483871,5.74034954538709,49,124,127
3,14,1.8,0.84514191779607,2.49193548387097,5.09031338156902,57,124,127
4,14,1.8,0.82486514110434,2.92436974789916,6.3072587234901,55,119,127
5,14,1.8,0.829196876957097,3.16363636363636,6.60165268564003,50,110,127
1,15,1.8,0.819740210229811,5.1259842519685,6.82457347748607,12,127,127
2,15,1.8,0.838540187005811,3.256,5.56776436283002,49,125,127
3,15,1.8,0.840990791016382,2.49593495934959,5.13318551154495,57,123,127
4,15,1.8,0.824496879455766,2.7008547008547,5.86748246076206,55,117,127
5,15,1.8,0.835886408693374,3.15740740740741,6.7911980070066,49,108,127
1,1,1.9,0.483092018284724,7.1496062992126,10.0588817649978,23,127,127
2,1,1.9,0.567216915671996,4.44094488188976,7.92385017367208,56,127,127
3,1,1.9,0.798603510622234,2.66929133858268,5.55360420673272,67,127,127
4,1,1.9,0.799319744590228,2.63114754098361,5.13346462113001,61,122,127
5,1,1.9,0.764618889915845,3.4695652173913,6.90116562303223,54,115,127
1,2,1.9,0.62218379702444,4.74803149606299,7.96201612579387,47,127,127
2,2,1.9,0.632288864300574,4.25984251968504,7.58521147173011,53,127,127
3,2,1.9,0.785584880847113,2.8503937007874,5.82689933888615,62,127,127
4,2,1.9,0.745070630056008,2.95901639344262,6.31872055943264,57,122,127
5,2,1.9,0.758964621223791,3.5,7.05181325443595,50,114,127
1,3,1.9,0.685129158593628,3.83464566929134,6.99774991958186,45,127,127
2,3,1.9,0.708958888148705,3.17322834645669,6.39574169358204,58,127,127
3,3,1.9,0.832785894366986,2.50793650793651,4.67176592151157,58,126,127
4,3,1.9,0.8133609697481,2.69672131147541,5.07081006882514,54,122,127
5,3,1.9,0.792355866052513,3.17543859649123,6.08996874361812,48,114,127
1,4,1.9,0.724082971228617,3.51968503937008,6.45456561844673,45,127,127
2,4,1.9,0.793126420940364,2.71653543307087,5.50804708378254,63,127,127
3,4,1.9,0.750010925135995,2.69047619047619,6.11464544261471,63,126,127
4,4,1.9,0.812395304920194,2.65573770491803,5.06676732715654,57,122,127
5,4,1.9,0.800213808282561,3.2,6.07918758874329,50,115,127
1,5,1.9,0.781475311647347,3.35433070866142,5.91674522146662,39,127,127
2,5,1.9,0.813523429306401,2.52755905511811,5.19160436719824,62,127,127
3,5,1.9,0.761889412583098,2.38888888888889,5.75629400177932,64,126,127
4,5,1.9,0.814441867050019,2.65573770491803,5.0635308098495,57,122,127
5,5,1.9,0.801863477519004,3.16521739130435,6.04476057712649,50,115,127
1,6,1.9,0.821272394284916,3.35433070866142,5.55998073978423,30,127,127
2,6,1.9,0.818976337297408,2.52755905511811,5.12443582452596,61,127,127
3,6,1.9,0.861966779701568,2.096,4.18186561237924,64,125,127
4,6,1.9,0.823260077245128,2.50819672131148,4.88725341082692,58,122,127
5,6,1.9,0.786704038083721,3.34782608695652,6.4706696112065,49,115,127
1,7,1.9,0.845092459947979,3.40157480314961,5.29447788388923,25,127,127
2,7,1.9,0.903212607708073,2.14173228346457,3.87399974390139,59,127,127
3,7,1.9,0.896065601960097,1.888,3.61994475095961,63,125,127
4,7,1.9,0.850141130502691,2.38842975206612,4.50435968794091,57,121,127
5,7,1.9,0.823309867073616,3.06086956521739,5.74380573729875,50,115,127
1,8,1.9,0.858092174792342,3.36220472440945,5.18553408816561,27,127,127
2,8,1.9,0.866775063222527,2.26771653543307,4.47565593661891,59,127,127
3,8,1.9,0.909726439520561,1.792,3.36570943487402,63,125,127
4,8,1.9,0.864264243734158,2.24793388429752,4.29683719930781,58,121,127
5,8,1.9,0.828128336035255,3.07964601769912,6.12408562797427,50,113,127
1,9,1.9,0.859283030921504,3.48818897637795,5.2399134452189,23,127,127
2,9,1.9,0.919769146868337,2.09448818897638,3.62840933891267,57,127,127
3,9,1.9,0.907960943911978,1.85483870967742,3.4219405926104,61,124,127
4,9,1.9,0.848975587863084,2.35537190082645,4.59338367151265,57,121,127
5,9,1.9,0.835134483484573,2.90265486725664,5.58442841372012,50,113,127
1,10,1.9,0.910282711001841,3.456,4.67332857821917,23,125,127
2,10,1.9,0.865145440164743,2.536,4.84396531779492,54,125,127
3,10,1.9,0.856372293765832,2.09677419354839,4.50268736960353,61,124,127
4,10,1.9,0.821033912218389,2.49166666666667,5.24324962849059,57,120,127
5,10,1.9,0.80783711599672,3.16964285714286,6.38007501075474,49,112,127
1,11,1.9,0.878837475107747,3.75396825396825,5.24707023316308,22,126,127
2,11,1.9,0.877462245449843,2.45967741935484,4.55521678957215,52,124,127
3,11,1.9,0.872907922153999,2.08870967741936,4.33198903879708,60,124,127
4,11,1.9,0.828633149266253,2.54166666666667,5.62064646341208,58,120,127
5,11,1.9,0.821484712322435,3.02678571428571,6.23712960537824,51,112,127
1,12,1.9,0.878874705943054,3.96,5.48379430686455,23,125,127
2,12,1.9,0.877153603340355,2.50406504065041,4.63812409514356,53,123,127
3,12,1.9,0.884078755780387,2,4.13000127955255,59,123,127
4,12,1.9,0.850596004891156,2.33613445378151,4.95526203633466,57,119,127
5,12,1.9,0.848230476781818,2.7027027027027,5.52308831221306,51,111,127
1,13,1.9,0.850645844354522,4.552,6.15597270949117,16,125,127
2,13,1.9,0.859246016827666,2.83739837398374,4.9575433202704,49,123,127
3,13,1.9,0.85862829717974,2.30894308943089,4.90892666227657,57,123,127
4,13,1.9,0.830032169231893,2.58823529411765,5.60611910581388,56,119,127
