consecutive,period,fold,cor,mae,rmse,no_perfect,no_data,no_data_full
5,13,1.9,0.827575878762955,3,6.16952697239124,50,111,127
1,14,1.9,0.839615314702851,4.8,6.57510456190622,16,125,127
2,14,1.9,0.836050151798825,3.14634146341463,5.61574441778235,50,123,127
3,14,1.9,0.858035903885321,2.36585365853659,4.96573625813593,58,123,127
4,14,1.9,0.831468268947884,2.83620689655172,6.32387375825489,56,116,127
5,14,1.9,0.838012743893166,3.19266055045872,6.95463676097208,51,109,127
1,15,1.9,0.836016472860127,4.86178861788618,6.520761090797,14,123,127
2,15,1.9,0.838923255473418,3.17886178861789,5.64750466516757,49,123,127
3,15,1.9,0.846103867557782,2.45081967213115,5.09178058327308,57,122,127
4,15,1.9,0.823090843377186,2.6695652173913,5.87033811336429,55,115,127
5,15,1.9,0.836347095166884,2.88679245283019,6.28565302592055,49,106,127
1,1,2,0.472935916237849,6.95275590551181,9.96884911892569,26,127,127
2,1,2,0.568890169574624,4.22834645669291,7.80722459684053,59,127,127
3,1,2,0.798119847038754,2.66929133858268,5.56634996820214,67,127,127
4,1,2,0.805842021517785,2.56198347107438,5.09577689354237,61,121,127
5,1,2,0.767329123294971,3.49565217391304,6.92192483910804,53,115,127
1,2,2,0.636723978919665,4.47244094488189,7.67550557466879,47,127,127
2,2,2,0.652083462010303,3.94488188976378,7.27578228605115,55,127,127
3,2,2,0.790613596484934,2.79527559055118,5.72258957955775,61,127,127
4,2,2,0.750573164531488,2.91803278688525,6.2725004818718,56,122,127
5,2,2,0.761078136387571,3.53508771929825,7.05803014117142,48,114,127
1,3,2,0.686049541411787,3.81102362204724,6.97690227495919,46,127,127
2,3,2,0.710681025639711,3.16535433070866,6.37539561841762,58,127,127
3,3,2,0.834680741186363,2.5,4.64365072582899,58,126,127
4,3,2,0.815148749374502,2.68852459016393,5.04406809537894,54,122,127
5,3,2,0.792339300973266,3.2280701754386,6.12157530465209,48,114,127
1,4,2,0.778820741054474,3.17322834645669,5.90008674699341,49,127,127
2,4,2,0.799846990251082,2.58267716535433,5.37272200400165,64,127,127
3,4,2,0.754620424291585,2.6031746031746,6.02112682593286,63,126,127
4,4,2,0.812897728031133,2.63114754098361,5.05461970160653,57,122,127
5,4,2,0.801268615138386,3.19130434782609,6.09133382980173,50,115,127
1,5,2,0.821519224401027,2.88976377952756,5.3056202558431,42,127,127
2,5,2,0.818353926721804,2.41732283464567,5.07968006928578,62,127,127
3,5,2,0.862185975644865,2.08,4.25957744383172,64,125,127
4,5,2,0.813645205233752,2.67213114754098,5.07969277501352,56,122,127
5,5,2,0.801421457940891,3.18260869565217,6.05912893725335,49,115,127
1,6,2,0.821825138792047,3.21259842519685,5.46859322047486,34,127,127
2,6,2,0.821711251754862,2.47244094488189,5.04780298353946,61,127,127
3,6,2,0.857860392580335,2.128,4.23131185331453,64,125,127
4,6,2,0.823201228871085,2.5,4.88473701827488,58,122,127
5,6,2,0.786585812877563,3.33913043478261,6.46865351219785,49,115,127
1,7,2,0.853126079536718,3.21259842519685,5.13901243614935,29,127,127
2,7,2,0.908990134204582,2.02362204724409,3.77204804538501,62,127,127
3,7,2,0.89676388198252,1.84677419354839,3.59547206286445,64,124,127
4,7,2,0.83151008893803,2.56198347107438,4.99752004613991,57,121,127
5,7,2,0.793261905103254,3.44347826086957,6.8181343871868,50,115,127
1,8,2,0.861028732643276,3.24409448818898,5.05559641566752,28,127,127
2,8,2,0.874845095615806,2.08730158730159,4.32141217365379,63,126,127
3,8,2,0.909871238015769,1.78225806451613,3.38044662061668,63,124,127
4,8,2,0.867232512420604,2.18333333333333,4.22492603485552,58,120,127
5,8,2,0.829895616846744,2.97321428571429,6.06585878974633,51,112,127
1,9,2,0.855492527875283,3.43650793650794,5.2258514913384,25,126,127
2,9,2,0.917824656429706,2.11904761904762,3.64604591216989,56,126,127
3,9,2,0.904135278830248,1.92741935483871,3.5,60,124,127
4,9,2,0.843491918924367,2.46280991735537,4.73076793863916,56,121,127
5,9,2,0.806972292985282,3.29203539823009,6.46159518922228,49,113,127
1,10,2,0.878291330372166,3.424,5.10058820137443,24,125,127
2,10,2,0.875853539263896,2.432,4.68358836790767,54,125,127
3,10,2,0.864349809025512,2.08870967741936,4.42409093997414,60,124,127
4,10,2,0.816611824616078,2.6,5.43139024560011,56,120,127
5,10,2,0.820664649071078,3.07142857142857,6.2635567257863,49,112,127
1,11,2,0.86388300345172,3.696,5.5237668307053,24,125,127
2,11,2,0.876894263611234,2.43089430894309,4.56123646052038,53,123,127
3,11,2,0.881532605496061,1.97560975609756,4.23016653845796,61,123,127
4,11,2,0.84841797241207,2.33613445378151,4.98232168890816,57,119,127
5,11,2,0.823055865677003,3.01801801801802,6.10788885837867,50,111,127
1,12,2,0.853162042555804,4.144,6.07684128474654,22,125,127
2,12,2,0.866542123552063,2.60655737704918,4.93232894811964,52,122,127
3,12,2,0.874360506422373,2.09836065573771,4.48494750229706,59,122,127
4,12,2,0.827823681090529,2.41880341880342,5.38992412296148,57,117,127
5,12,2,0.816383404435334,3.09174311926606,6.47153258084622,50,109,127
1,13,2,0.853090702173159,4.50406504065041,6.1326793571457,17,123,127
2,13,2,0.847102295997904,3.0327868852459,5.51451140769278,49,122,127
3,13,2,0.855258277501866,2.40983606557377,5.00163907560541,56,122,127
4,13,2,0.817124794102991,2.85470085470086,6.27571632442189,55,117,127
5,13,2,0.814713098953757,3.3394495412844,7.01113138535802,49,109,127
1,14,2,0.854187700707562,4.56910569105691,6.12339243878339,16,123,127
2,14,2,0.835173323311524,3.14754098360656,5.71451990152437,50,122,127
3,14,2,0.843980837283682,2.54098360655738,5.26821586124332,57,122,127
4,14,2,0.822823554469564,2.8,6.09632818927134,55,115,127
5,14,2,0.84345605677035,2.81132075471698,6.14448671421235,51,106,127
1,15,2,0.828890032283912,4.78048780487805,6.61729687154648,16,123,127
2,15,2,0.81455955401869,3.34166666666667,6.19879020454798,48,120,127
3,15,2,0.825627259566591,2.67226890756303,5.7642771234824,56,119,127
4,15,2,0.806569439648841,2.80530973451327,6.38651787905342,55,113,127
5,15,2,0.824493440929495,2.99038461538462,6.64989878465484,49,104,127
1,1,2.1,0.492955212644115,6.66929133858268,9.69576577768605,26,127,127
2,1,2.1,0.60944625188909,3.89763779527559,7.39280348089185,59,127,127
3,1,2.1,0.803069217868648,2.62204724409449,5.49659880518825,66,127,127
4,1,2.1,0.804300428326141,2.63636363636364,5.23418515290356,60,121,127
5,1,2.1,0.779969221962861,3.41739130434783,6.82769297086123,51,115,127
1,2,2.1,0.646550965598345,4.35433070866142,7.52685480842341,47,127,127
2,2,2.1,0.650930406600364,3.94488188976378,7.27578228605115,55,127,127
3,2,2.1,0.790105246105965,2.78740157480315,5.72190156157155,62,127,127
4,2,2.1,0.752497462522728,2.9016393442623,6.26596322060441,57,122,127
5,2,2.1,0.761435738682309,3.53508771929825,7.05803014117142,48,114,127
1,3,2.1,0.74792992983939,3.45669291338583,6.27141998764373,50,127,127
2,3,2.1,0.773956844232582,2.98425196850394,5.71294978759577,58,127,127
3,3,2.1,0.731038120472622,2.84920634920635,6.13149558388801,57,126,127
4,3,2.1,0.81166279257742,2.72131147540984,5.1134666307317,54,122,127
5,3,2.1,0.789695755402018,3.23684210526316,6.18359459418736,48,114,127
1,4,2.1,0.794534091610685,3.04724409448819,5.68947086644773,51,127,127
2,4,2.1,0.81132857114281,2.45669291338583,5.21052840882886,66,127,127
3,4,2.1,0.766729651279853,2.52380952380952,5.92412340310684,64,126,127
4,4,2.1,0.816975544654672,2.59836065573771,4.99425899917292,58,122,127
5,4,2.1,0.813496564136706,3.09565217391304,5.97240028944739,51,115,127
1,5,2.1,0.821431000081097,2.88976377952756,5.26539736855813,41,127,127
2,5,2.1,0.817012694741715,2.47244094488189,5.10210702190694,61,127,127
3,5,2.1,0.857196183663315,2.256,4.37447139663754,61,125,127
4,5,2.1,0.812234934772059,2.75409836065574,5.12787304515363,54,122,127
5,5,2.1,0.792180349499076,3.17543859649123,6.05819728846502,48,114,127
1,6,2.1,0.84311962357981,2.97637795275591,5.10056350136885,36,127,127
2,6,2.1,0.848317066680003,2.18253968253968,4.67431346287413,64,126,127
3,6,2.1,0.891988122888026,1.84677419354839,3.74057956523731,65,124,127
4,6,2.1,0.853934055546633,2.225,4.48608961123159,59,120,127
5,6,2.1,0.811030561064179,3.08849557522124,5.96523853642586,50,113,127
1,7,2.1,0.855980103032001,3.07086614173228,4.9976372370107,34,127,127
2,7,2.1,0.911903048767242,2.00787401574803,3.69826518172111,63,127,127
3,7,2.1,0.905221695427678,1.78225806451613,3.46060781534298,65,124,127
4,7,2.1,0.859912817874479,2.43801652892562,4.77164489891298,57,121,127
5,7,2.1,0.818840057821188,3.16814159292035,6.26692398894273,50,113,127
1,8,2.1,0.881674217045377,3.02362204724409,4.77031503276367,33,127,127
2,8,2.1,0.873407843577351,2.2,4.55806976690792,62,125,127
3,8,2.1,0.8652691469427,2.08870967741936,4.48384195859727,63,124,127
4,8,2.1,0.820111778721007,2.55833333333333,5.53549154697816,58,120,127
5,8,2.1,0.803499683756778,3.33928571428571,6.92433596610019,50,112,127
1,9,2.1,0.827212813294823,3.384,5.70964096944808,29,125,127
2,9,2.1,0.895707513678544,2.2,4.37355690485445,57,125,127
3,9,2.1,0.873340483002691,2.07258064516129,4.49820752830968,61,124,127
4,9,2.1,0.845098727320882,2.48333333333333,5.23609269080167,56,120,127
5,9,2.1,0.8160447242807,3.16216216216216,6.51194328948014,49,111,127
1,10,2.1,0.84621085080655,3.76,5.96254979014851,26,125,127
2,10,2.1,0.836968994954113,2.79032258064516,5.72064738046429,54,124,127
3,10,2.1,0.842061444430586,2.42741935483871,5.46469607808215,59,124,127
4,10,2.1,0.80984726678723,2.95,6.33508747637579,55,120,127
5,10,2.1,0.814950236943058,3.29464285714286,6.69554756109291,49,112,127
1,11,2.1,0.858963901185512,3.60975609756098,5.47425608414483,25,123,127
2,11,2.1,0.850567299283159,2.57377049180328,5.09258541700659,52,122,127
3,11,2.1,0.858308902803241,2.12295081967213,4.74859772226168,59,122,127
4,11,2.1,0.832066672877416,2.44444444444444,5.422334312979,55,117,127
5,11,2.1,0.824506493638773,2.93577981651376,6.0623669946632,48,109,127
1,12,2.1,0.83191642603552,4.09090909090909,6.18382320425541,22,121,127
2,12,2.1,0.845166577228229,2.83471074380165,5.55587694203546,51,121,127
3,12,2.1,0.850457644680843,2.33884297520661,5.25152476874043,59,121,127
4,12,2.1,0.814649316042274,2.62068965517241,5.87660469647404,57,116,127
5,12,2.1,0.81780389245346,3.09174311926606,6.46444048821614,50,109,127
1,13,2.1,0.831626345583857,4.46341463414634,6.53383936981688,20,123,127
2,13,2.1,0.833747379063514,3.04918032786885,5.92438694345143,52,122,127
3,13,2.1,0.835729908631928,2.59836065573771,5.59786258975428,57,122,127
4,13,2.1,0.824258233802231,2.78632478632479,6.19070160198231,55,117,127
5,13,2.1,0.842714733599891,2.85981308411215,6.1507540757971,49,107,127
1,14,2.1,0.825025878526471,4.63114754098361,6.63263170081745,19,122,127
2,14,2.1,0.826871337732723,3.27868852459016,6.14843709315828,51,122,127
3,14,2.1,0.835414187380248,2.56198347107438,5.43481279186732,57,121,127
4,14,2.1,0.809493317514462,2.70796460176991,6.01325968468003,55,113,127
5,14,2.1,0.843932000409156,2.53846153846154,5.56258102793188,50,104,127
1,15,2.1,0.822645365311234,4.63636363636364,6.54356033197386,18,121,127
2,15,2.1,0.787532220227579,3.41525423728814,6.42360583040451,49,118,127
3,15,2.1,0.798414722689603,2.85470085470086,6.05247706583665,54,117,127
4,15,2.1,0.804873602014419,3.00892857142857,6.60018939122204,54,112,127
5,15,2.1,0.841722609266349,2.86274509803922,6.15804909264704,48,102,127
1,1,2.2,0.489422718477712,6.62204724409449,9.67706925113893,26,127,127
2,1,2.2,0.608265410188362,3.86614173228346,7.36933420426657,58,127,127
3,1,2.2,0.801929362002268,2.64566929133858,5.50447205446855,65,127,127
4,1,2.2,0.804453013193845,2.62809917355372,5.23023631405183,60,121,127
5,1,2.2,0.774325612081551,3.45217391304348,6.9601349312258,51,115,127
1,2,2.2,0.648632226897828,4.19685039370079,7.39173831216924,48,127,127
2,2,2.2,0.65144259425957,3.8740157480315,7.20236181735071,55,127,127
3,2,2.2,0.798606035211413,2.7244094488189,5.60652038845323,61,127,127
4,2,2.2,0.75275825207974,2.92622950819672,6.27968360902906,56,122,127
5,2,2.2,0.751074036822882,3.71929824561404,7.50438468321582,47,114,127
1,3,2.2,0.755329737171746,3.36220472440945,6.18290760538219,52,127,127
2,3,2.2,0.773947543564161,2.98425196850394,5.72121346084613,59,127,127
3,3,2.2,0.732279199761685,2.83333333333333,6.13149558388801,58,126,127
4,3,2.2,0.765200052388517,2.9344262295082,6.09622296395313,55,122,127
5,3,2.2,0.792804351164565,3.15929203539823,6.13923981342362,49,113,127
1,4,2.2,0.803238237508671,2.88188976377953,5.55431307190974,54,127,127
2,4,2.2,0.812248495876268,2.41732283464567,5.18249628234651,67,127,127
3,4,2.2,0.767035782504041,2.5,5.93014895821906,66,126,127
4,4,2.2,0.818975211091529,2.59016393442623,4.99672023579008,59,122,127
5,4,2.2,0.817744468603002,3.17391304347826,6.35815122158334,52,115,127
1,5,2.2,0.806287101331597,2.88976377952756,5.4606682409569,48,127,127
2,5,2.2,0.796899081111565,2.50393700787402,5.41796370499669,67,127,127
3,5,2.2,0.838787610913475,2.328,4.73539861046565,64,125,127
4,5,2.2,0.799397070362023,2.79508196721311,5.40415747668283,57,122,127
5,5,2.2,0.791433012624528,3.15789473684211,6.09860495983634,51,114,127
1,6,2.2,0.856881979786593,2.76377952755906,4.7843247987075,37,127,127
2,6,2.2,0.86366456370153,2.02380952380952,4.39787105782671,64,126,127
3,6,2.2,0.912078443641498,1.71774193548387,3.4652654322763,65,124,127
4,6,2.2,0.874671565944091,2.15,4.28174419288838,58,120,127
5,6,2.2,0.852892578607565,2.71428571428571,5.10252038562457,50,112,127
1,7,2.2,0.852319915279601,2.96031746031746,4.97214463005877,36,126,127
2,7,2.2,0.876570581932964,2.30952380952381,4.74006898349106,61,126,127
3,7,2.2,0.866664004011417,2.14516129032258,4.6281048863125,63,124,127
4,7,2.2,0.826853396535841,2.68333333333333,5.67303563652947,57,120,127
5,7,2.2,0.81527572311179,3.08035714285714,6.23426590935704,51,112,127
1,8,2.2,0.879229587073017,3.07142857142857,4.75344486611953,28,126,127
2,8,2.2,0.875886182694863,2.24193548387097,4.55256042811218,56,124,127
3,8,2.2,0.86229897111874,2.30645161290323,4.7417160361774,57,124,127
4,8,2.2,0.798962398994287,3.11666666666667,6.55997967476526,53,120,127
5,8,2.2,0.813353840170481,3.39285714285714,6.96803928150319,48,112,127
1,9,2.2,0.809439125971532,3.6,6.2533191186761,31,125,127
2,9,2.2,0.872025375069915,2.456,5.21919534027995,59,125,127
3,9,2.2,0.849913519907261,2.45967741935484,5.40086611930991,60,124,127
4,9,2.2,0.821547639579879,2.88333333333333,6.16306200953173,56,120,127
5,9,2.2,0.807751290193479,3.42342342342342,7.0825251261229,49,111,127
1,10,2.2,0.845395759409896,3.69105691056911,5.8253720352947,27,123,127
2,10,2.2,0.841890804300293,2.74590163934426,5.4253503324217,53,122,127
3,10,2.2,0.847565696547378,2.4344262295082,5.18904899843861,57,122,127
4,10,2.2,0.825544181776406,2.74576271186441,5.80327201686212,54,118,127
5,10,2.2,0.832068766346723,3.00917431192661,6.10158649845802,48,109,127
1,11,2.2,0.845110728403543,3.78048780487805,6.09477985356441,25,123,127
2,11,2.2,0.843081400327947,2.76229508196721,5.7509799592594,53,122,127
3,11,2.2,0.851262379607815,2.35245901639344,5.47348302212061,59,122,127
4,11,2.2,0.813913430445349,2.75862068965517,6.2560315723694,54,116,127
5,11,2.2,0.819969467476726,2.97169811320755,6.53943047546162,47,106,127
1,12,2.2,0.828632022932926,4.09917355371901,6.27602021603389,21,121,127
2,12,2.2,0.841959957927473,2.98347107438017,5.80324787945623,48,121,127
3,12,2.2,0.847121091255544,2.53719008264463,5.53949008602986,55,121,127
4,12,2.2,0.820553584307869,2.7719298245614,6.08276253029822,53,114,127
5,12,2.2,0.83270918425656,3.01869158878505,6.38119316180166,48,107,127
1,13,2.2,0.8296483910937,4.40495867768595,6.56247786300871,21,121,127
2,13,2.2,0.829258893731556,3.125,6.11487257975722,50,120,127
3,13,2.2,0.833277229105934,2.72268907563025,5.89402203917828,56,119,127
4,13,2.2,0.807270724384994,2.85840707964602,6.42932991732737,55,113,127
5,13,2.2,0.831521256920226,2.83653846153846,6.16987096237091,49,104,127
1,14,2.2,0.819616487419933,4.31932773109244,6.26984245174852,19,119,127
2,14,2.2,0.822589166957672,2.98319327731092,5.76354816020114,52,119,127
3,14,2.2,0.833668960709046,2.50847457627119,5.42280182756266,56,118,127
4,14,2.2,0.832875175551324,2.63063063063063,5.82012662008945,54,111,127
5,14,2.2,0.843945277148496,2.64077669902913,5.68083133530597,49,103,127
1,15,2.2,0.811520658338056,4.64166666666667,6.80012254791534,19,120,127
2,15,2.2,0.799262455452312,3.44915254237288,6.5593767789946,49,118,127
3,15,2.2,0.807768040793123,2.93162393162393,6.2449979983984,54,117,127
4,15,2.2,0.795818942073721,3.01834862385321,6.6284070346135,52,109,127
5,15,2.2,0.828059424796178,2.91919191919192,6.25469520610014,46,99,127
1,1,2.3,0.502077539445757,6.38582677165354,9.46148429367032,29,127,127
2,1,2.3,0.614757415774552,3.71653543307087,7.28497537001549,61,127,127
3,1,2.3,0.824638724514525,2.4488188976378,5.26390172945153,66,127,127
4,1,2.3,0.823846418937364,2.5702479338843,5.11277770568686,60,121,127
5,1,2.3,0.774325612081551,3.45217391304348,6.9601349312258,51,115,127
1,2,2.3,0.668777963542056,4.06299212598425,7.16069763020204,51,127,127
2,2,2.3,0.670760251379474,3.77165354330709,6.9966246080172,57,127,127
3,2,2.3,0.821675307486411,2.43650793650794,4.80162009696265,63,126,127
4,2,2.3,0.775744288210309,2.81967213114754,6.13509121874281,58,122,127
5,2,2.3,0.743628190369793,3.75221238938053,7.57265691441008,49,113,127
1,3,2.3,0.753362984619854,3.33070866141732,6.17526179750434,53,127,127
2,3,2.3,0.774376630153241,2.92125984251969,5.67700153749256,60,127,127
3,3,2.3,0.731767613351824,2.80952380952381,6.12566808795657,59,126,127
4,3,2.3,0.764976198917765,2.90983606557377,6.09016945038693,56,122,127
5,3,2.3,0.777268097686604,3.29203539823009,6.63191532552669,50,113,127
1,4,2.3,0.813724464395639,2.68503937007874,5.33817037870898,54,127,127
2,4,2.3,0.82045495014459,2.26771653543307,5.02591708245222,66,127,127
3,4,2.3,0.773603717952463,2.44444444444444,5.8635272985595,64,126,127
4,4,2.3,0.826180877657848,2.5327868852459,4.91484869603511,57,122,127
5,4,2.3,0.805803096720869,3.14912280701754,6.40791725202284,50,114,127
1,5,2.3,0.807620067754969,2.78740157480315,5.50304139244192,47,127,127
2,5,2.3,0.818861289616603,2.28346456692913,5.18325590071371,68,127,127
3,5,2.3,0.856299628414086,2.192,4.56771277555846,64,125,127
4,5,2.3,0.817497209594384,2.70491803278689,5.28220023704728,56,122,127
5,5,2.3,0.776380920619087,3.32456140350877,6.61802429838657,50,114,127
1,6,2.3,0.870221051636853,2.62204724409449,4.58257569495584,40,127,127
2,6,2.3,0.873799991929385,1.97619047619048,4.28452364413395,63,126,127
3,6,2.3,0.912923398324236,1.71774193548387,3.4652654322763,65,124,127
4,6,2.3,0.85657327012253,2.325,4.69130401203475,57,120,127
5,6,2.3,0.845726465133923,2.67567567567568,5.08220708244251,50,111,127
1,7,2.3,0.837539298453734,2.93650793650794,5.31544619519079,39,126,127
2,7,2.3,0.894783358635376,2.208,4.4988887516808,60,125,127
3,7,2.3,0.873521784399523,2.16260162601626,4.69907446344577,61,123,127
4,7,2.3,0.816641213222015,2.70338983050847,5.80108113827771,56,118,127
5,7,2.3,0.808185578069645,2.97247706422018,6.1614367441607,50,109,127
1,8,2.3,0.845691786002114,3.4,6.01398370466698,32,125,127
2,8,2.3,0.842898784792815,2.71774193548387,5.9818273181793,56,124,127
3,8,2.3,0.841379279876997,2.68292682926829,6.00541760832721,57,123,127
4,8,2.3,0.80645492328167,3.22689075630252,7.05560150554451,53,119,127
5,8,2.3,0.805396368397788,3.49090909090909,7.42599855544388,48,110,127
1,9,2.3,0.834167792540708,3.84297520661157,6.54608582814352,30,121,127
2,9,2.3,0.843960201191088,2.85123966942149,6.2516113625288,58,121,127
3,9,2.3,0.839072501576709,2.79338842975207,6.36493493244156,58,121,127
4,9,2.3,0.81652796626655,3.23931623931624,7.03288976605908,54,117,127
5,9,2.3,0.822341061218982,3.5462962962963,7.52218939759784,49,108,127
1,10,2.3,0.835208569356549,4,6.57443081155075,28,121,127
2,10,2.3,0.837780238773399,3.04166666666667,6.2616557980564,53,120,127
3,10,2.3,0.842936196248369,2.84166666666667,6.1839846916585,55,120,127
4,10,2.3,0.814581494503717,3.30172413793103,7.06679949994436,52,116,127
5,10,2.3,0.837223373632907,3.19047619047619,6.83617826956943,47,105,127
1,11,2.3,0.819049510416318,4.04201680672269,6.39261653929652,22,119,127
2,11,2.3,0.827056105316673,2.95798319327731,5.99719822539007,50,119,127
3,11,2.3,0.838254505770146,2.61344537815126,5.76646346041802,55,119,127
4,11,2.3,0.810916816308181,2.84955752212389,6.37889218334388,52,113,127
5,11,2.3,0.818737090089529,2.87378640776699,6.40539820882295,47,103,127
1,12,2.3,0.825839877050109,4.11016949152542,6.50097776218368,22,118,127
2,12,2.3,0.835884880286147,3.05084745762712,6.06881442083841,48,118,127
3,12,2.3,0.840600779730245,2.71794871794872,5.8878405775519,52,117,127
4,12,2.3,0.81322662842899,2.99090909090909,6.55119697598705,50,110,127
5,12,2.3,0.820132354975128,2.82178217821782,6.12493685560501,45,101,127
1,13,2.3,0.825720038368272,4.04237288135593,6.16097614981945,22,118,127
2,13,2.3,0.833875505179228,2.83898305084746,5.62153848294702,49,118,127
3,13,2.3,0.840189635370076,2.45299145299145,5.40101288379691,55,117,127
4,13,2.3,0.828696517405851,2.5045871559633,5.74615946731843,52,109,127
5,13,2.3,0.836313513903664,2.62376237623762,5.70478347139009,46,101,127
1,14,2.3,0.834840142604293,3.87068965517241,5.46540846187844,20,116,127
2,14,2.3,0.844623656811334,2.55172413793103,4.79043587391262,51,116,127
3,14,2.3,0.854016614328313,2.20175438596491,4.4926841115658,55,114,127
4,14,2.3,0.830853976810888,2.27102803738318,4.9056518996712,54,107,127
5,14,2.3,0.861670686690568,2.14432989690722,4.44206694714145,48,97,127
1,15,2.3,0.797727669254804,4.1140350877193,6.32940783239411,22,114,127
2,15,2.3,0.782956108522334,2.98230088495575,6.07111250757602,50,113,127
3,15,2.3,0.785075527791657,2.66964285714286,6.01263550485856,53,112,127
4,15,2.3,0.763553594560461,2.78301886792453,6.3891122010011,51,106,127
5,15,2.3,0.809783654140277,2.57291666666667,5.87632963677158,45,96,127
1,1,2.4,0.510986608557255,6.32283464566929,9.33244277716057,29,127,127
2,1,2.4,0.616951535774914,3.7007874015748,7.25247717658252,61,127,127
3,1,2.4,0.827765416837767,2.4251968503937,5.21052840882886,64,127,127
4,1,2.4,0.824492432559929,2.71074380165289,5.2270750950782,57,121,127
5,1,2.4,0.727632531705833,3.99130434782609,8.81648653277533,49,115,127
1,2,2.4,0.663638141531831,4.06299212598425,7.12984191053991,49,127,127
2,2,2.4,0.66510830443522,3.79527559055118,6.99043215633221,55,127,127
3,2,2.4,0.819974636894032,2.49206349206349,4.8255273583013,61,126,127
4,2,2.4,0.774390272640267,2.90983606557377,6.19161251805784,56,122,127
5,2,2.4,0.744230104769542,3.7787610619469,7.58141649734367,48,113,127
1,3,2.4,0.757402916522193,3.23622047244095,6.06461272951992,53,127,127
2,3,2.4,0.779338020910012,2.91338582677165,5.58823285634134,57,127,127
3,3,2.4,0.741562721476855,2.79365079365079,6.04086612101803,56,126,127
4,3,2.4,0.771193383685896,2.9016393442623,6.03269778979113,54,122,127
5,3,2.4,0.789077246159045,3.25663716814159,6.56081151898228,48,113,127
1,4,2.4,0.813992786917445,2.5748031496063,5.25042180532748,56,127,127
2,4,2.4,0.817010632215798,2.2755905511811,5.0407785925289,65,127,127
3,4,2.4,0.858587797416955,2.192,4.37629980691451,62,125,127
4,4,2.4,0.774876226807047,2.9016393442623,6.01500855102073,54,122,127
5,4,2.4,0.807471460057574,3.15929203539823,6.39621016108592,48,113,127
1,5,2.4,0.816863167081834,2.67716535433071,5.35804641798882,47,127,127
2,5,2.4,0.827280983312643,2.20472440944882,5.07269982007283,67,127,127
3,5,2.4,0.865523417597506,2.128,4.44702147509994,63,125,127
4,5,2.4,0.827502783795625,2.63934426229508,5.17560481933287,55,122,127
5,5,2.4,0.820893278158833,2.88392857142857,5.69539287494726,49,112,127
1,6,2.4,0.87013051183583,2.48818897637795,4.52290757294308,44,127,127
2,6,2.4,0.876237586985909,1.92063492063492,4.22201336158436,63,126,127
3,6,2.4,0.914046425298124,1.7258064516129,3.45010518773727,64,124,127
4,6,2.4,0.85793248667731,2.33333333333333,4.67974358271904,56,120,127
5,6,2.4,0.855736731747775,2.54545454545455,4.79583152331272,49,110,127
1,7,2.4,0.892119817498906,2.63414634146342,4.55677820858953,39,123,127
2,7,2.4,0.894592309514095,2.08130081300813,4.35236595783194,59,123,127
3,7,2.4,0.881806603975803,2.0327868852459,4.55026571013022,61,122,127
4,7,2.4,0.825068855575192,2.57264957264957,5.68473740081627,56,117,127
5,7,2.4,0.817487425707914,2.83333333333333,6.04611904907235,50,108,127
1,8,2.4,0.842504674710181,3.31707317073171,5.98099972609741,31,123,127
2,8,2.4,0.83784503384117,2.80327868852459,6.16973044552935,53,122,127
3,8,2.4,0.841406189013887,2.67768595041322,6.11595934238333,55,121,127
4,8,2.4,0.807516233148584,3.08620689655172,6.7924907828044,51,116,127
5,8,2.4,0.808108214907014,3.34579439252336,7.16559797871213,46,107,127
1,9,2.4,0.843591866371063,3.68067226890756,6.4312786083185,30,119,127
2,9,2.4,0.852690255883503,2.78151260504202,6.17599037749065,54,119,127
3,9,2.4,0.841115871702636,2.82352941176471,6.39721578093933,55,119,127
4,9,2.4,0.820547552304882,3.20869565217391,7.03469661902624,52,115,127
5,9,2.4,0.825962421981711,3.45283018867925,7.40474095963156,47,106,127
1,10,2.4,0.835847152344568,3.85950413223141,6.57631613323885,34,121,127
2,10,2.4,0.841552088063864,2.975,6.31466547015755,55,120,127
3,10,2.4,0.846912622959158,2.83193277310924,6.2301786531704,55,119,127
4,10,2.4,0.807099062492208,3.28695652173913,7.11153380386245,52,115,127
5,10,2.4,0.825374645328598,3.22115384615385,6.91639634936709,47,104,127
1,11,2.4,0.815063928054533,3.91525423728814,6.33258990581691,25,118,127
2,11,2.4,0.830212550503082,2.8135593220339,5.87294861408891,52,118,127
3,11,2.4,0.832581694265781,2.65254237288136,5.79669689696246,54,118,127
4,11,2.4,0.800722520153746,2.92857142857143,6.43511571657529,51,112,127
5,11,2.4,0.80764157160748,3.00980392156863,6.51619400522464,46,102,127
1,12,2.4,0.818996316449165,3.81034482758621,5.91899339065526,22,116,127
2,12,2.4,0.827446225431454,2.79310344827586,5.53359644852897,50,116,127
3,12,2.4,0.829082558119422,2.55652173913043,5.3924262507303,52,115,127
4,12,2.4,0.793886951798444,2.72222222222222,6.02924969227945,50,108,127
5,12,2.4,0.817775303579154,2.69,5.70526073023837,45,100,127
1,13,2.4,0.80026728448038,3.97391304347826,6.28801482463127,22,115,127
2,13,2.4,0.816408267552708,2.83333333333333,5.69163744823098,46,114,127
3,13,2.4,0.826074420421342,2.48672566371681,5.47641766508709,51,113,127
4,13,2.4,0.80808411118627,2.55660377358491,5.85275294038045,49,106,127
